group_type,metric,n,mean,sd,median,q1,q3,ClassName,RoiSizeBin
overall,dice,299,0.5095497734818287,0.29618761716443126,0.5716680640639831,0.277678190659867,0.7597670966407456,,
overall,iou,299,0.39328863799314917,0.2634100158608838,0.4002347424879874,0.16122894701057866,0.6126062838317567,,
overall,pixel_precision,299,0.5814479587413491,0.3093355915345505,0.6217228478587159,0.35855778331866406,0.8576426143592728,,
overall,pixel_sensitivity,299,0.6318317567512248,0.36307550909857333,0.8206521748877599,0.3191721214359623,0.9305172416446096,,
overall,gt_coverage,299,0.6318317567512248,0.36307550909857333,0.8206521748877599,0.3191721214359623,0.9305172416446096,,
overall,prediction_purity,299,0.5814479587413491,0.3093355915345505,0.6217228478587159,0.35855778331866406,0.8576426143592728,,
overall,pred_gt_area_ratio,299,1.5612924180478462,1.5190626843712993,1.2603092783505154,0.5528893849206349,1.9346590909090908,,
overall,empty_prediction,299,0.046822742474916385,0.21161318393538808,0.0,0.0,0.0,,
overall,missed_target,299,0.12709030100334448,0.3336324815691104,0.0,0.0,0.0,,
class,dice,204,0.5222956322810978,0.3107317054969994,0.6067337472999098,0.2712762195477484,0.7797177688677075,IBC,
class,iou,204,0.41080872931983314,0.27803424516014413,0.435486445794082,0.15693042923100373,0.6389652617775138,IBC,
class,pixel_precision,204,0.646753981858196,0.30177710728326235,0.7119154364836227,0.4650473281418324,0.9016771938748971,IBC,
class,pixel_sensitivity,204,0.5983724167083001,0.3784079334854895,0.8118322662013138,0.20834660542421127,0.9222701153502086,IBC,
class,gt_coverage,204,0.5983724167083001,0.3784079334854895,0.8118322662013138,0.20834660542421127,0.9222701153502086,IBC,
class,prediction_purity,204,0.646753981858196,0.30177710728326235,0.7119154364836227,0.4650473281418324,0.9016771938748971,IBC,
class,pred_gt_area_ratio,204,1.1897835836966772,1.1399954971460176,1.0517857142857143,0.3602024322660099,1.519070662313433,IBC,
class,empty_prediction,204,0.05392156862745098,0.22641849244197074,0.0,0.0,0.0,IBC,
class,missed_target,204,0.14215686274509803,0.35007002100700246,0.0,0.0,0.0,IBC,
class,dice,95,0.48217971879708255,0.2617020479735217,0.5471698123887504,0.2829810973860001,0.6720822671168767,IGM,
class,iou,95,0.35566654714427,0.22566875190773064,0.3766233786473267,0.16481038798911435,0.5061175334329119,IGM,
class,pixel_precision,95,0.44121186699569903,0.2784792001816749,0.43224699925858145,0.22318696592683296,0.5998724109192031,IGM,
class,pixel_sensitivity,95,0.7036812869486632,0.31784852044542905,0.8425925940500686,0.5165458967099144,0.9511249230873393,IGM,
class,gt_coverage,95,0.7036812869486632,0.31784852044542905,0.8425925940500686,0.5165458967099144,0.9511249230873393,IGM,
class,prediction_purity,95,0.44121186699569903,0.2784792001816749,0.43224699925858145,0.22318696592683296,0.5998724109192031,IGM,
class,pred_gt_area_ratio,95,2.3590587570756196,1.8884216570909103,1.8924050632911393,1.2760452169961374,2.5345238095238094,IGM,
class,empty_prediction,95,0.031578947368421054,0.1758040240472914,0.0,0.0,0.0,IGM,
class,missed_target,95,0.09473684210526316,0.2944047080786205,0.0,0.0,0.0,IGM,
roi_size,dice,109,0.5278353572958014,0.3315834126153939,0.6531942635898342,0.2162162169223277,0.8169418522491444,,large
roi_size,iou,109,0.42569909107027887,0.30459803013766146,0.4849951602274974,0.12121212209978573,0.6905339809580898,,large
roi_size,pixel_precision,109,0.8092365029043073,0.21211493499820658,0.8733509236499328,0.7470059884026856,0.9458631256937047,,large
roi_size,pixel_sensitivity,109,0.4994979993589187,0.36729615021102224,0.5553278690802624,0.12258687343379644,0.8982808023651284,,large
roi_size,gt_coverage,109,0.4994979993589187,0.36729615021102224,0.5553278690802624,0.12258687343379644,0.8982808023651284,,large
roi_size,prediction_purity,109,0.8092365029043073,0.21211493499820658,0.8733509236499328,0.7470059884026856,0.9458631256937047,,large
roi_size,pred_gt_area_ratio,109,0.6349716708125567,0.4733275382231779,0.595873786407767,0.20454545454545456,1.05,,large
roi_size,empty_prediction,109,0.09174311926605505,0.2899963091613705,0.0,0.0,0.0,,large
roi_size,missed_target,109,0.11926605504587157,0.32559832793164933,0.0,0.0,0.0,,large
roi_size,dice,60,0.649767707802675,0.20908187245135493,0.6755904908866072,0.5928399011439754,0.7916997189778906,,medium
