level,calibration,metric,estimate,lower,upper,valid_iterations,point_check
slice_subject_clustered,raw,auroc,0.7376160990712074,0.5233008793749782,0.8766084121837989,5000,0.7376160990712074
slice_subject_clustered,raw,auprc,0.5498668873018993,0.28465780891889264,0.781541707818791,5000,0.5498668873018993
slice_subject_clustered,raw,accuracy,0.7090301003344481,0.5387505668934242,0.8260954043703536,5000,0.7090301003344481
slice_subject_clustered,raw,balanced_accuracy,0.6770897832817337,0.5053622181749071,0.8146460133790218,5000,0.6770897832817337
slice_subject_clustered,raw,sensitivity,0.5894736842105263,0.3076923076923077,0.8333333333333334,5000,0.5894736842105263
slice_subject_clustered,raw,specificity,0.7647058823529411,0.5702479338842975,0.8716242747983585,5000,0.7647058823529411
slice_subject_clustered,raw,precision,0.5384615384615384,0.24444444444444444,0.7758620689655172,5000,0.5384615384615384
slice_subject_clustered,raw,f1,0.5628140703517588,0.2820469798657718,0.7449392712550608,5000,0.5628140703517588
slice_subject_clustered,raw,macro_f1,0.6723844787849019,0.49813695303283356,0.7885379555842732,5000,0.6723844787849019
slice_subject_clustered,raw,brier,0.19920518224052683,0.13989217570463994,0.28451714902930725,5000,0.19920518224052683
slice_subject_clustered,raw,ece,0.1319841346563304,0.0881009133457327,0.27283447411786454,5000,0.1319841346563304
slice_subject_clustered,raw,calibration_slope,0.7323489675827708,0.10128303945890295,1.4994007708579584,5000,0.7323489675827708
slice_subject_clustered,raw,calibration_intercept,-0.570488522581286,-1.6934646550397563,0.38676900522831914,5000,-0.570488522581286
slice_subject_clustered,calibrated,auroc,0.7376160990712074,0.5233008793749782,0.8766084121837989,5000,0.7376160990712074
slice_subject_clustered,calibrated,auprc,0.5498668873018993,0.28465780891889264,0.781541707818791,5000,0.5498668873018993
slice_subject_clustered,calibrated,accuracy,0.6889632107023411,0.4790495449949445,0.8391102090978328,5000,0.6889632107023411
slice_subject_clustered,calibrated,balanced_accuracy,0.5527089783281733,0.48514310290897716,0.6172091558600776,5000,0.5527089783281733
slice_subject_clustered,calibrated,sensitivity,0.17894736842105263,0.07142857142857142,0.3023332313341492,5000,0.17894736842105263
slice_subject_clustered,calibrated,specificity,0.9264705882352942,0.8478224877627412,0.9714285714285714,5000,0.9264705882352942
slice_subject_clustered,calibrated,precision,0.53125,0.2,0.8125363372093019,5000,0.53125
