metric,estimate,lower,upper,valid_iterations
off_target_component_occurrences,24.19047619047619,19.285714285714285,29.19047619047619,5000
poorly_matched_occurrences,0.9523809523809523,0.14285714285714285,2.2857142857142856,5000
missed_target_occurrences,2.3333333333333335,0.9047619047619048,4.190476190476191,5000
empty_prediction_slices,0.6666666666666666,0.0,1.8095238095238095,5000
off_target_area_px_total,2162.9523809523807,1641.1059523809524,2757.7702380952373,5000
