epoch,phase,split,total_loss,dice,classification_accuracy,balanced_accuracy,macro_f1,lesion_recall,segmentation_precision,empty_prediction_rate,missed_target_rate,pred_gt_area_ratio,localization_hit_rate,box_iou,checkpoint_score,learning_rate,loss_components.segmentation,loss_components.focal_bce,loss_components.tversky,loss_components.boundary,loss_components.classification,loss_components.location,loss_components.focus,loss_components.descriptor,loss_components.centroid,loss_components.low_prior,loss_components.outside_body,loss_components.candidate_recall,loss_components.doctor_ball,loss_components.segmentation_classification_coupling,loss_components.total,loss_components.common_checkpoint_score,loss_components.phase_selection_score
1,teacher1_anatomy_normal,train,1.0924017715687846,0.005666213363463826,0.5698529411764706,0.5583076173461101,0.5156385553171088,0.9609775169222963,0.0028484092024383227,0.0,0.0,344.5593956673819,1.0,0.0037041925916484757,0.0,8e-05,0.7157624322994083,0.27205784925643134,0.9898593747148327,0.0433940054191386,0.6243758169459361,0.7502247352226108,0.6073390306795344,353.75855142929976,0.13653147191393608,0.5322764863570532,0.2789653094083655,0.2896573946756475,0.5380565500726887,0.16851515067266484,1.0924017715687846,,
1,teacher1_anatomy_normal,validation,0.7446753312801493,0.008909297887043192,0.6172413793103448,0.6186111111111111,0.5956588913592342,0.9775594842844996,0.004496092036173775,0.0,0.0,231.9389350165212,1.0,0.0030994283741918103,0.38974812366296907,0.0,0.6908205443415149,0.1722142176381473,0.9894722358933811,0.04610057637609284,0.7562464167331827,0.6890375914244816,0.47152433970878865,67.02265414533944,0.1672707360366295,0.4430658278794124,0.26167633163517917,0.2208773476810291,0.4493943033547237,0.15547811359424016,0.7446753312801493,0.41125574214912025,0.38974812366296907
2,teacher1_anatomy_normal,train,0.7134259179526684,0.0323951358852141,0.6899509803921569,0.6911507614670631,0.6820036505626026,0.8225807147283181,0.01741260669865262,0.0,0.04044117647058824,97.83138149604795,0.9595588235294118,0.0037866690848310626,0.0,7.990743390987333e-05,0.6803952683420742,0.14334427791775442,0.9865944344623416,0.032728422232264395,0.5418379688087631,0.6928235222311581,0.41195759264861836,75.00562804353004,0.12915096899458006,0.42966968434698444,0.21847926956765792,0.24991661872641713,0.4329897004599665,0.21987553203807159,0.7134259179526684,,
2,teacher1_anatomy_normal,validation,0.7256397008895874,0.07256870141317104,0.6517241379310345,0.6283333333333333,0.6172792724516862,0.7979778750189419,0.039072431855160614,0.0,0.03793103448275862,22.00469513400548,0.9620689655172414,0.0031054351001432914,0.3880371994640109,0.0,0.6669450344710515,0.08626999634093252,0.987204203112372,0.036948342261643244,0.7719122048082023,0.6587628952388106,0.3293901258501513,66.90408054220265,0.17293524454379905,0.35758421030537835,0.21240791082382202,0.2794376809021522,0.3619212606857563,0.18998076540161052,0.7256397008895874,0.3967799153759524,0.3880371994640109
3,teacher1_anatomy_normal,train,0.6748486178762773,0.13053409720533618,0.6360294117647058,0.6310576923076923,0.6083307610134348,0.721665758712619,0.08667179759518773,0.007352941176470588,0.13970588235294118,10.970856302117328,0.8602941176470589,0.004849991221042066,0.0,7.963018661217968e-05,0.6585494986936158,0.06828055822966146,0.9833412930077198,0.023075388580122414,0.5660669813845672,0.6596807229752634,0.31593481728843614,55.97739548776664,0.12410417893061451,0.309678069662814,0.15028553806683598,0.252688398548201,0.3112294219580351,0.19931352671747113,0.6748486178762773,,
3,teacher1_anatomy_normal,validation,0.7669866446791024,0.15408049005780963,0.45517241379310347,0.605,0.4398259083573769,0.6582259472046542,0.09346921063395464,0.0,0.1206896551724138,7.827699172526759,0.8793103448275862,0.0074972629977570005,0.38496295678389114,0.0,0.6484394151588966,0.0343034728847701,0.9803218545584843,0.02654366043621096,1.1299391994188572,0.6163743676810429,0.28114242019324465,70.11144326308678,0.1457218260600649,0.20551588298945592,0.10738199332664752,0.35497340929919274,0.2082814350210387,0.16150353404468504,0.7669866446791024,0.35579149857394926,0.38496295678389114
4,teacher1_anatomy_normal,train,0.6558857308883294,0.17710572331413335,0.6776960784313726,0.680396421511785,0.662527302662098,0.6928897012098163,0.14710856294807265,0.031862745098039214,0.18995098039215685,6.413122057218054,0.8100490196078431,0.014649907514999849,0.0,7.916960882788463e-05,0.6417484750934676,0.039126059369129294,0.9699462821670607,0.015018976439594054,0.5334426135409112,0.631118655204773,0.25680287489119696,56.4057549869313,0.1132661931801076,0.18657638220226064,0.07390457996185504,0.24137066386859207,0.1863401898128145,0.21111556303267384,0.6558857308883294,,
4,teacher1_anatomy_normal,validation,0.688171308616112,0.12471400509620535,0.5620689655172414,0.6763888888888889,0.5611871656479728,0.8866743630376356,0.07158574831896815,0.0,0.06206896551724138,13.931436922816234,0.9379310344827586,0.009434952374960313,0.38890321593491267,0.0,0.6331427619375032,0.03380001845030949,0.9585574359729372,0.016304487747878862,0.7046900194266746,0.6289987773730837,0.22816239112410053,69.41498394670158,0.14213998626018393,0.1199704103428742,0.0554982639849186,0.11877633656921058,0.12156313750250586,0.15628660167085714,0.688171308616112,0.42954975434756937,0.38890321593491267
5,teacher1_anatomy_normal,train,0.5660281496889451,0.30041761878950923,0.7279411764705882,0.7240763779953481,0.7176206509539843,0.6463856407824684,0.31116974868756886,0.07352941176470588,0.20710784313725492,3.392887148114402,0.7928921568627451,0.0585965180203259,0.0,7.852794444565614e-05,0.527724184534129,0.08025062916909947,0.7797532403001598,0.00821940786680024,0.49725030508695867,0.6176214855091244,0.31765393094689237,58.7931619905958,0.08382803344112985,0.04331504228849001,0.012931842216019897,0.2961940509358458,0.04131449551741574,0.15859377608798883,0.5660281496889451,,
5,teacher1_anatomy_normal,validation,0.719770788118757,0.18310468938136318,0.5241379310344828,0.655,0.5196600892985741,0.1775859057494289,0.42695652034602233,0.1482758620689655,0.5,0.32276398655709,0.5,0.0599007731138977,0.3665558114379817,0.0,0.5961134813982865,0.2750562912688173,0.810815086858026,0.0031962198486294724,1.0496267287895598,0.6515046489649805,0.3508178871253441,70.1775381614422,0.1125269351591324,0.0005655341661246172,7.224415136894596e-05,0.7869432381514845,0.0004958752494562289,0.1378807912106979,0.719770788118757,0.2507769117039084,0.3665558114379817
6,teacher1_anatomy_normal,train,0.4524628803426144,0.43240733254773944,0.7107843137254902,0.7143269230769231,0.7025210084033613,0.5792831911468038,0.4613722421082796,0.0625,0.2267156862745098,1.3960972798717188,0.7732843137254902,0.09361561043123552,0.0,7.770831958986454e-05,0.3976195442910288,0.15706342071586965,0.5505533107355529,0.004940507851321907,0.4997141786357936,0.6014503217210957,0.27436181230872286,48.77727832981184,0.0579760406969809,0.0033242907614775877,8.337328327958377e-05,0.3767392606127496,0.0017063806846956996,0.09829279174115144,0.4524628803426144,,
6,teacher1_anatomy_normal,validation,0.4983328012556865,0.45638328297384856,0.5758620689655173,0.6772222222222222,0.575816674792784,0.6042925200585662,0.4463076626432353,0.006896551724137931,0.1,1.323660651246858,0.9,0.04823823540665191,0.3923855849434308,0.0,0.379715772127283,0.14520344730980436,0.5275460235003767,0.005100070710037032,0.8574405448190097,0.5854080052211367,0.2491053858707691,55.295756662303006,0.07925275135303622,0.001962871677322506,3.370182834071878e-05,0.36321277890739767,0.0012861246072510578,0.10877188877041997,0.4983328012556865,0.47157319318791946,0.3923855849434308
7,teacher1_anatomy_normal,train,0.40682031594070733,0.4783513849856807,0.7463235294117647,0.7407016404092902,0.737814844306609,0.6154962465459225,0.5023649073406762,0.06004901960784314,0.20588235294117646,1.4174379811804962,0.7941176470588235,0.14644542308163397,0.0,7.671472739041884e-05,0.3586840594516081,0.13077852555422806,0.5008393812413309,0.004438427454956314,0.4443521058442546,0.5853742770120209,0.2337350995809424,44.030530443378524,0.05228984709281255,0.003340564684157132,7.416239601726e-05,0.32517636026821883,0.0014958076516289592,0.08827312329017065,0.40682031594070733,,
7,teacher1_anatomy_normal,validation,0.5758629003475453,0.34474149805036,0.7482758620689656,0.8022222222222222,0.7414856333418813,0.4186480590833028,0.353982046123021,0.017241379310344827,0.2896551724137931,0.7048702307322997,0.7103448275862069,0.08076220661116182,0.40323982766648514,0.0,0.5191287955333447,0.40626504837438976,0.6417635942327565,0.004162124007265886,0.5657400180553568,0.5635499555489113,0.2174206232202464,63.80279497607001,0.1527490709747734,0.0009827749867891444,2.1190353185500437e-05,0.5487574762825308,0.0006893778655372945,0.12834092502578578,0.5758629003475453,0.4358021092981848,0.40323982766648514
8,teacher1_anatomy_normal,train,0.36612529833527174,0.5479979821864296,0.7634803921568627,0.7625033792917004,0.7588560176515533,0.6722756790764192,0.5722739810452742,0.0625,0.15441176470588236,1.300712610462808,0.8455882352941176,0.18807294242176248,0.0,7.555200852863923e-05,0.31054092724533644,0.11294126353573565,0.4336931056836072,0.0040510416683722655,0.4445580432520193,0.5738595484518537,0.21075159223640666,42.22990312763289,0.044211597054028044,0.003475750431272329,8.688982701392425e-05,0.27922721112183496,0.0015325422895793785,0.07403107093391466,0.36612529833527174,,
8,teacher1_anatomy_normal,validation,0.5913029966683223,0.381310010051484,0.5275862068965518,0.6544444444444445,0.5240491165019467,0.39408267776379613,0.5264755381190395,0.11379310344827587,0.3586206896551724,0.5945028100200515,0.6413793103448275,0.14886627151657802,0.4030220116961525,0.0,0.4820471948590772,0.3147149923803477,0.6200880478168356,0.003112390912780217,0.9082840796174674,0.5601847319767392,0.21214850185246303,58.99229182539315,0.08785609350447414,0.0008443322321721193,2.4744050134703967e-05,0.5666610245046945,0.0003073182394567492,0.1529016758475838,0.5913029966683223,0.36727476044962676,0.4030220116961525
9,teacher1_anatomy_normal,train,0.35235051094901326,0.5641525700396183,0.7573529411764706,0.762203190030553,0.754089677635384,0.6750550034875963,0.5877166755643546,0.06004901960784314,0.16176470588235295,1.4022493167963002,0.8382352941176471,0.22066234152767222,0.0,7.422582765394419e-05,0.2984335835219598,0.10696589161514067,0.41738107917355555,0.003944171213672734,0.44761931983863606,0.5573994225146723,0.19206487460463656,38.655739709442734,0.045171139300709554,0.003984700545997304,0.00012686943251074079,0.2712584995098558,0.0020127101049772188,0.07243712678296017,0.35235051094901326,,
9,teacher1_anatomy_normal,validation,0.48920603188975104,0.4451536747906416,0.6103448275862069,0.7175,0.6103031239966228,0.625268822137723,0.4209524294168785,0.034482758620689655,0.1793103448275862,1.2167810443672513,0.8206896551724138,0.03882408977939641,0.4244917217291233,0.0,0.37908592573527633,0.1754388640281455,0.5150121035247014,0.004683531642538206,0.7926919265553869,0.5496905594036496,0.18659677341066558,57.254026347193225,0.08328934332881734,0.0017242431528224,2.569660658803608e-05,0.3498236725941814,0.0009537423540364373,0.12832916560101099,0.48920603188975104,0.4776108527056098,0.4244917217291233
10,teacher1_anatomy_normal,train,0.354097252090772,0.5467443854785433,0.7879901960784313,0.7784218399401646,0.7791789915953242,0.6653925642078998,0.5535691346900136,0.041666666666666664,0.17279411764705882,1.3834649267292223,0.8272058823529411,0.22685461111911082,0.0,7.2742645786248e-05,0.3106316013225153,0.1173294067985433,0.43212180161008645,0.004200877986994444,0.39016305114708694,0.5422008049254324,0.17961220501684674,39.352114144493555,0.041224243607846836,0.0035720204697081855,9.596220301247348e-05,0.28489659854448307,0.0016825464074773824,0.07919754180144153,0.354097252090772,,
10,teacher1_anatomy_normal,validation,0.5224890777776982,0.48656137328865684,0.6206896551724138,0.725,0.6206896551724138,0.5362279942476315,0.5641435290205068,0.07241379310344828,0.25862068965517243,0.8149481770171425,0.7413793103448276,0.11902585580392167,0.4426208897502248,0.0,0.39537492959663784,0.27053046258616037,0.5037368322240895,0.0031337796573944646,1.0139789537623012,0.542596671499055,0.15816435978330415,47.19787641722581,0.07504832779522985,0.0011594996024886595,9.60542903189419e-06,0.4230118854292508,0.00035226838487593845,0.1790446314446885,0.5224890777776982,0.46648987290508886,0.4426208897502248
11,teacher1_anatomy_normal,train,0.3146253128846486,0.604860401474962,0.8100490196078431,0.8109128593313508,0.8076569212637341,0.6944854604262932,0.639892143946068,0.06495098039215687,0.15931372549019607,1.241558051063496,0.8406862745098039,0.32460526583560667,0.0,7.110968883852116e-05,0.2702172126840143,0.09560681642124466,0.3784191000695322,0.00343100300661343,0.38241492840004904,0.5243199549469293,0.15833824843752617,34.315857443155025,0.04115802964923775,0.0038324312236178303,0.00012756287182413622,0.25613998263782145,0.0020967705339916946,0.06999794398343154,0.3146253128846486,,
11,teacher1_anatomy_normal,validation,0.5150614775460342,0.4480980369488434,0.6862068965517242,0.7052777777777778,0.6706642872296614,0.48450904829222347,0.6113196171563248,0.1206896551724138,0.30344827586206896,0.6966025586715242,0.696551724137931,0.1744520747661766,0.45030823196676023,0.0,0.4338943730140554,0.3038535979929669,0.5501922389556622,0.003060248818505427,0.6957274612681619,0.5108934690212381,0.14024390105543466,54.91996628333782,0.0787279997309991,0.0009483093038554593,9.009197649369337e-06,0.4720131619223233,0.00029534969701138647,0.1556469576882905,0.5150614775460342,0.44117607455551633,0.45030823196676023
12,teacher1_anatomy_normal,train,0.33276184195396946,0.5713747260617275,0.8100490196078431,0.8097324931065762,0.8067257838012124,0.6833592787677166,0.5649332155783972,0.031862745098039214,0.16789215686274508,1.6315708336409311,0.8321078431372549,0.2771116015230965,0.0,6.933491241286874e-05,0.28853271989261403,0.09205238468141533,0.40790127714474994,0.0038380299035149315,0.3928029084322499,0.505938399071787,0.1475367649805312,36.5075794949251,0.038765062901303264,0.007393603853415698,0.00033715878667220855,0.2494017458064299,0.005747765142087683,0.07884638655163786,0.33276184195396946,,
12,teacher1_anatomy_normal,validation,0.5472851766594525,0.4584997005113857,0.596551724137931,0.7013888888888888,0.5965085443150873,0.5536486591324395,0.47828575249091004,0.041379310344827586,0.2793103448275862,0.8891807167669237,0.7206896551724138,0.13956478720055543,0.4641400343236751,0.0,0.3955230193919149,0.23326749973127553,0.518263619110502,0.003348042989342377,1.1274941408428651,0.5004551178422467,0.13605465971190353,54.314819730561354,0.08356268181498684,0.0012801501454367977,1.6819948246722625e-05,0.41292146761612647,0.0004873026510314707,0.18702991358165083,0.5472851766594525,0.45398197726701345,0.4641400343236751
13,teacher1_anatomy_normal,train,0.2984098152202718,0.6177243198834214,0.8161764705882353,0.8167007088790099,0.8142076502732241,0.7145803713915395,0.6196600382818895,0.0392156862745098,0.14215686274509803,1.4802291492288084,0.8578431372549019,0.36044076353348115,0.0,6.74269630416366e-05,0.2562489140705735,0.07801978973963973,0.36367306989781994,0.003564807723331101,0.36179043834700303,0.49197224045501037,0.1403857798260801,33.02184211506563,0.03559172787465607,0.006055432931615916,0.00026323629074741966,0.22628759083283298,0.0042083121974357315,0.06085281364400597,0.2984098152202718,,
13,teacher1_anatomy_normal,validation,0.5661723516110716,0.36975272714711027,0.7896551724137931,0.8138888888888889,0.7762430589812671,0.3597623589354682,0.7351803343871545,0.30344827586206896,0.45517241379310347,0.45148832217797735,0.5448275862068965,0.2099203404928009,0.4566836075138344,0.0,0.5106265168765496,0.38244093418249797,0.6380726756720707,0.0026906115540849236,0.5352127422032685,0.48316868893031417,0.12431891575969499,66.40257484172953,0.10066337444378437,0.0006081269782765142,9.38742204794082e-06,0.6056912318385881,0.00015563879848020312,0.18637753274805588,0.5661723516110716,0.4051959748320566,0.4566836075138344
14,teacher1_anatomy_normal,train,0.3053057859925663,0.6106969819349402,0.8357843137254902,0.8331079497304412,0.8325153938057164,0.7093221136167938,0.6318635516891292,0.05269607843137255,0.13848039215686275,1.4658287620310648,0.8615196078431373,0.32810807099792144,0.0,6.539513606237501e-05,0.2648915423482072,0.09409461405091718,0.3707461468144959,0.003829016918590402,0.34047126806541983,0.47182533875399946,0.12875003586797154,35.807341154883886,0.032052747484033486,0.0054671430661269995,0.00021866646632891693,0.2478017614533504,0.0035292927044186704,0.07373117625841177,0.3053057859925663,,
14,teacher1_anatomy_normal,validation,0.45494871201186343,0.4872078968423904,0.7827586206896552,0.8241666666666667,0.7733784839802031,0.5536493283047038,0.5743969995400001,0.08275862068965517,0.2689655172413793,0.8040964161653816,0.7310344827586207,0.1496483240762427,0.47503992649665544,0.0,0.3817344968688899,0.2280666869583315,0.4990923195049681,0.0030782958500665323,0.6055509695205196,0.462881168825873,0.13593831000656917,50.39773589167102,0.06168972718798363,0.0011425286561555774,1.058089769215038e-05,0.4134261891759675,0.00038056033047504224,0.16358392898892535,0.45494871201186343,0.5113530302991941,0.47503992649665544
