model,calibration,cases,auroc,auprc,accuracy,balanced_accuracy,brier,mean_dice,mean_iou,mean_off_target_components_per_case,classification_threshold,segmentation_threshold
HYBRID_TALON,raw,21,0.9074074074074074,0.8927128427128428,0.8095238095238095,0.8194444444444444,0.12685002749677995,0.5396164202136695,0.4223546118522763,36.142857142857146,0.5,0.2
HYBRID_TALON,calibrated,21,0.9074074074074074,0.8927128427128428,0.7142857142857143,0.7083333333333333,0.12420141277294126,0.5396164202136695,0.4223546118522763,36.142857142857146,0.5,0.2
UNET_MTL_MASK_GUIDED,raw,21,0.8333333333333334,0.8034391534391536,0.7619047619047619,0.7777777777777777,0.18187746572260494,0.4060238330478819,0.30292631857536584,24.428571428571427,0.5,0.55
UNET_MTL_MASK_GUIDED,calibrated,21,0.8333333333333334,0.8034391534391536,0.7619047619047619,0.75,0.2126429724677888,0.4060238330478819,0.30292631857536584,24.428571428571427,0.5,0.55
