epoch,phase,split,total_loss,dice,classification_accuracy,balanced_accuracy,macro_f1,lesion_recall,segmentation_precision,empty_prediction_rate,missed_target_rate,pred_gt_area_ratio,localization_hit_rate,box_iou,checkpoint_score,learning_rate,loss_components.segmentation,loss_components.focal_bce,loss_components.tversky,loss_components.boundary,loss_components.classification,loss_components.location,loss_components.focus,loss_components.descriptor,loss_components.centroid,loss_components.low_prior,loss_components.outside_body,loss_components.candidate_recall,loss_components.doctor_ball,loss_components.segmentation_classification_coupling,loss_components.total,loss_components.common_checkpoint_score,loss_components.phase_selection_score
1,teacher1_anatomy_normal,train,0.7950624692440033,0.013644822027999907,0.51125,0.5030953170042334,0.4318914491308557,0.7549163302779198,0.0069468685076572,0.0,0.0225,135.3485030475728,0.9775,0.003788482491682706,0.0,8e-05,0.6942409008741379,0.18123526573181153,0.9905003952980042,0.05106848642230034,0.6680754619836807,0.6097667920589447,0.6746169084310532,112.75731184005737,0.14905620679259302,0.46109158456325533,0.2510275849699974,0.3740869255363941,0.47156884461641313,0.1530558830499649,0.7950624692440033,,
1,teacher1_anatomy_normal,validation,0.8188416148935046,0.029325354378670454,0.25297619047619047,0.5,0.20190023752969122,0.8444301118808133,0.015231475012288206,0.0,0.020833333333333332,53.50601180534467,0.9791666666666666,0.003483218522854348,0.30759410567705686,0.0,0.6847363994235084,0.14470734411761874,0.9878605533213842,0.06450222414873895,0.9761996801410403,0.5754674105417161,0.5699138598782676,103.61367952255975,0.17398970432224728,0.41927946181524367,0.2581059052830651,0.28480585380679085,0.4295422718638465,0.09932722639115084,0.8188416148935046,0.30640616431921747,0.30759410567705686
2,teacher1_anatomy_normal,train,0.7137396156787872,0.07229690668173135,0.59125,0.5918755742223388,0.5642897473180335,0.7318984594941139,0.04060386449098587,0.0,0.07375,23.5886927524704,0.92625,0.003981570081420509,0.0,7.990743390987333e-05,0.6714459502696991,0.10540140300989151,0.9865032541751861,0.03868505312129855,0.6106545919179917,0.5631964957714081,0.4988364601135254,70.80178050994873,0.14383323602378367,0.38241063088178634,0.20246560096740723,0.2917650880664587,0.39000952333211897,0.16778429910540582,0.7137396156787872,,
2,teacher1_anatomy_normal,validation,0.7880684080578032,0.08567522941837827,0.43452380952380953,0.6215139442231076,0.43162393162393164,0.7172367376147802,0.05159385145425026,0.0,0.08035714285714286,12.074461926814456,0.9196428571428571,0.0035037482980381646,0.3128596434865616,0.0,0.6641259661742619,0.08017908240712825,0.9851257247584206,0.03749498396757103,0.9905363640614918,0.5280398974816004,0.45294830486887977,91.9259915578933,0.16557607959423745,0.3222576826810837,0.1932696650425593,0.2762804829648563,0.33048459603672936,0.12359928660139087,0.7880684080578032,0.3521695092223951,0.3128596434865616
3,teacher1_anatomy_normal,train,0.6850848931074143,0.1253556613251567,0.6425,0.6344460014012612,0.6102878555612332,0.6886699253320694,0.07803452905267477,0.00375,0.15125,10.087630582261623,0.84875,0.003997840088291552,0.0,7.963018661217968e-05,0.6577257657051087,0.06303390737622977,0.9829369521141053,0.03058290569111705,0.5720152759552002,0.5312419068813324,0.37981948524713516,63.00966033935547,0.13403047621250153,0.3009711456298828,0.15238197192549705,0.27023771949112413,0.3062339472770691,0.19437811225652696,0.6850848931074143,,
3,teacher1_anatomy_normal,validation,0.7868133116336096,0.07754667882275337,0.39285714285714285,0.5936254980079682,0.38499084807809636,0.596969830244104,0.043464627880959866,0.0,0.19642857142857142,7.410610575463104,0.8035714285714286,0.0035106183927402,0.31175178395318237,0.0,0.6635029372714815,0.07629917153999918,0.9867966856275286,0.030103182198391074,1.010568045079708,0.5209291463806516,0.3174826375075749,90.55074501037598,0.15732169594793094,0.2687544868815513,0.15942949127583278,0.3790623192631063,0.27622268348932266,0.14025353771146565,0.7868133116336096,0.30439955365181204,0.31175178395318237
4,teacher1_anatomy_normal,train,0.6630483293533325,0.14464531676843762,0.68875,0.6816760084075668,0.666875705506083,0.6972578064724803,0.11954782981425524,0.03125,0.1725,8.8256715096725,0.8275,0.005464592413844346,0.0,7.916960882788463e-05,0.6484714430570603,0.04237306542694569,0.9777435493469239,0.023448936762288212,0.5240191856026649,0.5041047102212906,0.29452805787324904,58.39198879241943,0.13426821380853654,0.2288850249350071,0.10834430586546659,0.239173951074481,0.23236268863081933,0.2151502377539873,0.6630483293533325,,
4,teacher1_anatomy_normal,validation,0.7449597915013632,0.1820525356436895,0.5654761904761905,0.6430278884462152,0.5539552645935625,0.8265444427290654,0.1155891159181109,0.0,0.08035714285714286,6.822511767385363,0.9196428571428571,0.004044896267761947,0.3262832993059065,0.0,0.6374882246766772,0.030927902353661402,0.9650887094792866,0.024486115645794643,0.8483832684301195,0.48596273575510296,0.29047168152672903,94.70445156097412,0.13307483299147516,0.16433780232355708,0.08651147596538067,0.18086855672299862,0.16956742019170806,0.164389525567891,0.7449597915013632,0.4255967309029116,0.3262832993059065
5,teacher1_anatomy_normal,train,0.6532674264907837,0.21339995596557856,0.69125,0.68852945772777,0.6745927056727252,0.7200673101842403,0.1711498861014843,0.0325,0.1675,5.684018122044727,0.8325,0.017311280098224975,0.0,7.852794444565614e-05,0.6325645273923874,0.032048336938023565,0.958413645029068,0.015835952060297132,0.5437072038650512,0.477912457883358,0.23709314242005347,59.572751121520994,0.11781195931136608,0.15011944748461248,0.06451430816203356,0.21301534101366998,0.15042124263942241,0.20872964695096016,0.6532674264907837,,
5,teacher1_anatomy_normal,validation,0.7476317229725066,0.1913817030533599,0.6130952380952381,0.7254745722990391,0.6063446286950253,0.6602070233723581,0.13199877577941616,0.0,0.15476190476190477,4.189331536592772,0.8452380952380952,0.004247865379585862,0.3387520034166799,0.0,0.6328436930974325,0.046500950741271176,0.9529096171969459,0.018272310827991793,0.9222471536624999,0.4650254001220067,0.2478765444386573,90.7432378133138,0.1347170394091379,0.08537913770193145,0.040187714532727285,0.30810511112213135,0.08725186707895427,0.1521252772772208,0.7476317229725066,0.4138953814973984,0.3387520034166799
6,teacher1_anatomy_normal,train,0.5793495255708695,0.2867630695551634,0.67625,0.67625,0.6607499848549101,0.6452153128013015,0.26862604200839996,0.045,0.21125,3.422126578446193,0.78875,0.05824874810890355,0.0,7.770831958986454e-05,0.5413459303975106,0.06782511945813895,0.8054129892587661,0.008712261216714978,0.5474985998868942,0.45540663093328476,0.2449895504117012,56.336845512390134,0.09038676084950566,0.03886406391626224,0.012077111057005823,0.2856811594590545,0.037136097338516263,0.15347241349518298,0.5793495255708695,,
