bin,lower,upper,n,mean_predicted,observed_fraction
1,0.0,0.1,6,0.05909212495046524,0.0
2,0.1,0.2,0,,
3,0.2,0.30000000000000004,3,0.21854937040193714,0.0
4,0.30000000000000004,0.4,2,0.35391752859429704,1.0
5,0.4,0.5,0,,
6,0.5,0.6000000000000001,2,0.5747438361203032,0.5
7,0.6000000000000001,0.7000000000000001,0,,
8,0.7000000000000001,0.8,3,0.746398507817655,0.6666666666666666
9,0.8,0.9,2,0.847395721409056,1.0
10,0.9,1.0,3,0.966779812679186,0.6666666666666666
