model,calibration,cases,auroc,auprc,accuracy,balanced_accuracy,brier,mean_dice,mean_iou,mean_off_target_components_per_case,classification_threshold,segmentation_threshold
HYBRID_TALON,raw,22,0.8583333333333334,0.862265087853323,0.6363636363636364,0.6583333333333333,0.19416288232646,0.4601793375554327,0.37629181772031384,19.0,0.5,0.1
HYBRID_TALON,calibrated,22,0.8583333333333334,0.862265087853323,0.6818181818181818,0.675,0.15374082223849295,0.4601793375554327,0.37629181772031384,19.0,0.5,0.1
UNET_MTL_MASK_GUIDED,raw,22,0.875,0.8703711484593837,0.6363636363636364,0.6583333333333333,0.21313693829005353,0.4753096477177926,0.3802976150538646,18.318181818181817,0.5,0.75
UNET_MTL_MASK_GUIDED,calibrated,22,0.875,0.8703711484593837,0.7272727272727273,0.7083333333333333,0.16465701507716157,0.4753096477177926,0.3802976150538646,18.318181818181817,0.5,0.75
