phase_index,phase,selection_key,max_epochs,patience,completed_epochs,best_epoch,best_phase_score,checkpoint
1,standard,common,210,16,43,27,0.43066996259225604,<REPOSITORY_ROOT>/hybrid_benchmark_results/outputs/runs/UNET_MTL_MASK_GUIDED/seed_27182/checkpoints/phase_01_standard_best.pt
