epoch,phase,split,total_loss,dice,classification_accuracy,balanced_accuracy,macro_f1,lesion_recall,segmentation_precision,empty_prediction_rate,missed_target_rate,pred_gt_area_ratio,localization_hit_rate,box_iou,checkpoint_score,learning_rate,loss_components.segmentation,loss_components.focal_bce,loss_components.tversky,loss_components.boundary,loss_components.classification,loss_components.total,loss_components.common_checkpoint_score,loss_components.phase_selection_score
1,standard,train,1.3582895855301793,0.1082130421599536,0.5024271844660194,0.4964323381589568,0.3365695792880259,0.6332807828789776,0.08043779900638857,0.00849514563106796,0.11893203883495146,24.941678734183952,0.8810679611650486,0.009367655326303678,0.0,8e-05,0.669620976286027,0.10409483400363366,0.9873144748141465,0.018428809940814972,0.6558748958180252,1.3582895855301793,,
1,standard,validation,1.5686184846288789,0.1047334962986349,0.34959349593495936,0.5,0.25903614457831325,0.6988096256566242,0.06413883949077226,0.0040650406504065045,0.10569105691056911,14.952713567839195,0.8943089430894309,0.00508034735565053,0.30138814288723087,0.0,0.6540338576324587,0.03330814950471002,0.9920560034309945,0.008704370372300225,0.8710330152899269,1.5686184846288789,0.30180568839058913,0.30138814288723087
2,standard,train,1.250527583279656,0.1438573904299331,0.5279126213592233,0.5389816321237415,0.41266988058656784,0.6134295897576415,0.15061356488940786,0.05461165048543689,0.22694174757281554,8.3690498227783,0.7730582524271845,0.01397387619390658,0.0,7.99957478687904e-05,0.6433454717247231,0.04531967151656892,0.9709998172463723,0.008656957928199791,0.5782687030370953,1.250527583279656,,
2,standard,validation,1.6244801699630613,0.12106678029143714,0.34959349593495936,0.5,0.25903614457831325,0.6699994233081011,0.1162924568615551,0.036585365853658534,0.21544715447154472,12.970016750418761,0.7845528455284553,0.014290043873609192,0.29935190545574986,0.0,0.6375188124858266,0.02533638646932152,0.9702653724972795,0.0051225944444900605,0.9399632414182028,1.6244801699630613,0.29027290141140816,0.29935190545574986
3,standard,train,1.120589707661601,0.19343166597621533,0.6966019417475728,0.6966019417475728,0.6772030111004557,0.536201032837039,0.2523114132215676,0.10315533980582524,0.2779126213592233,4.354502009935445,0.7220873786407767,0.021470352309350134,0.0,7.998299242677312e-05,0.5906905786505023,0.1299353692752933,0.8575017197618207,0.008306362112369207,0.5046658595499484,1.120589707661601,,
3,standard,validation,1.5251902971810443,0.21273738270046275,0.3983739837398374,0.5375,0.3385174418604651,0.2809730308375952,0.311902548745157,0.1016260162601626,0.4634146341463415,1.6476214405360134,0.5365853658536586,0.046266674750701065,0.284401162243524,0.0,0.537590951696644,0.07199188927567102,0.7989108499472704,0.003009433532512285,0.9405708671585331,1.5251902971810443,0.2359153884762398,0.284401162243524
4,standard,train,0.9930305058516345,0.2947504707404132,0.720873786407767,0.7048897888136978,0.6977313905121596,0.50326189391532,0.3845123255137101,0.13349514563106796,0.28762135922330095,2.116884578767927,0.712378640776699,0.04444513954798626,0.0,7.996173652856996e-05,0.5015180180373701,0.1967024740410372,0.694848633506923,0.006908044996626169,0.4681071540684376,0.9930305058516345,,
4,standard,validation,2.142054441498547,0.214705405343878,0.35365853658536583,0.503125,0.2660299112420484,0.17640581336950456,0.791760779977814,0.4146341463414634,0.573170731707317,0.2980067001675042,0.4268292682926829,0.12442791992345759,0.2590502260419264,0.0,0.5561914560271473,0.1366546585307858,0.8028261806906724,0.0019079079488065185,1.5103457612477666,2.142054441498547,0.16613690510971302,0.2590502260419264
5,standard,train,0.9823548024140515,0.33063344878949297,0.7111650485436893,0.7214663643235072,0.7018033634400754,0.509480941977388,0.4327041913294098,0.1383495145631068,0.30461165048543687,1.746899441009269,0.6953883495145631,0.06221800110780779,0.0,7.993198493117394e-05,0.4757448641709911,0.19193293470708492,0.6571486592292786,0.006150166334548187,0.4824856742493157,0.9823548024140515,,
5,standard,validation,1.4206298832001725,0.40319569390791,0.4268292682926829,0.559375,0.38090563478322953,0.5684590096538435,0.4231556437122143,0.056910569105691054,0.23170731707317074,1.9905862646566164,0.7682926829268293,0.07873319167240005,0.27224992348225496,0.0,0.40126178371227855,0.04273012127515262,0.6004209406976777,0.00305662172793494,0.9708267944615062,1.4206298832001725,0.3820150138572115,0.27224992348225496
