group_type,metric,n,mean,sd,median,q1,q3,ClassName,RoiSizeBin
overall,dice,265,0.4753096477177926,0.34817779740335025,0.5821596263748374,8.695652098298677e-09,0.7774480718770087,,
overall,iou,265,0.3802976150538646,0.30539907851486997,0.41059603039340375,8.695652098298677e-09,0.6359223318644547,,
overall,pixel_precision,265,0.5558720466408078,0.3591420643738959,0.6157697123806196,0.24216028006592286,0.881408276787271,,
overall,pixel_sensitivity,265,0.5616804689316688,0.3994688610729997,0.7741228075128885,1.562499975585938e-08,0.9202127661696469,,
overall,gt_coverage,265,0.5616804689316688,0.3994688610729997,0.7741228075128885,1.562499975585938e-08,0.9202127661696469,,
overall,prediction_purity,265,0.5558720466408078,0.3591420643738959,0.6157697123806196,0.24216028006592286,0.881408276787271,,
overall,pred_gt_area_ratio,265,1.521132769559027,1.515910643385846,1.1691176470588236,0.7865853658536586,1.9391891891891893,,
overall,empty_prediction,265,0.09056603773584905,0.28753402364117964,0.0,0.0,0.0,,
overall,missed_target,265,0.2792452830188679,0.44947717547725863,0.0,0.0,1.0,,
class,dice,177,0.4892136841351035,0.37065008870810384,0.639138241222373,3.24675323621184e-09,0.8164124146152486,IBC,
class,iou,177,0.40295165905449937,0.3281042614584483,0.4696569934837546,3.24675323621184e-09,0.6897777780535308,IBC,
class,pixel_precision,177,0.5839289666473405,0.37092965445942544,0.7021276604798551,0.24216028006592286,0.9052031362044168,IBC,
class,pixel_sensitivity,177,0.5634271205650951,0.4159901778972661,0.802083334020544,5.813953454570038e-09,0.9277777781790123,IBC,
class,gt_coverage,177,0.5634271205650951,0.4159901778972661,0.802083334020544,5.813953454570038e-09,0.9277777781790123,IBC,
class,prediction_purity,177,0.5839289666473405,0.37092965445942544,0.7021276604798551,0.24216028006592286,0.9052031362044168,IBC,
class,pred_gt_area_ratio,177,1.4499985937465545,1.6080602004702769,1.1233333333333333,0.7352941176470589,1.7361111111111112,IBC,
class,empty_prediction,177,0.10734463276836158,0.31042906503266066,0.0,0.0,0.0,IBC,
class,missed_target,177,0.3163841807909605,0.4663840952410206,0.0,0.0,1.0,IBC,
class,dice,88,0.44734357446933776,0.2979228603632074,0.5384289231694488,0.15315302638642808,0.6894111473481862,IGM,
class,iou,88,0.3347320947344059,0.24919506393527543,0.36841291819659555,0.08293615626417902,0.5260318997172393,IGM,
class,pixel_precision,88,0.4994393779913045,0.32898845292351186,0.4675578508605456,0.2738488385252797,0.8046186497259938,IGM,
class,pixel_sensitivity,88,0.5581673173507998,0.36624616559413664,0.6748053224151782,0.20149101934175564,0.8920230267496159,IGM,
class,gt_coverage,88,0.5581673173507998,0.36624616559413664,0.6748053224151782,0.20149101934175564,0.8920230267496159,IGM,
class,prediction_purity,88,0.4994393779913045,0.32898845292351186,0.4675578508605456,0.2738488385252797,0.8046186497259938,IGM,
class,pred_gt_area_ratio,88,1.6642094640909326,1.3080653714489459,1.486842105263158,0.9208009891072994,2.1398809523809526,IGM,
class,empty_prediction,88,0.056818181818181816,0.2328215016265567,0.0,0.0,0.0,IGM,
class,missed_target,88,0.20454545454545456,0.40568066568156413,0.0,0.0,0.0,IGM,
roi_size,dice,78,0.5760174840389007,0.3842694616258802,0.7434312916799599,1.1328050182502397e-09,0.9071778838625112,,large
roi_size,iou,78,0.49694323284618536,0.35012346794340166,0.5916371670505063,1.1328050182502397e-09,0.8301240478260657,,large
roi_size,pixel_precision,78,0.7429516395374345,0.317937259471225,0.869024782325306,0.6956705964533305,0.9374103842352075,,large
roi_size,pixel_sensitivity,78,0.5826073085331971,0.40434929476314685,0.7856128250098762,1.8092105230408905e-09,0.9306477385048464,,large
roi_size,gt_coverage,78,0.5826073085331971,0.40434929476314685,0.7856128250098762,1.8092105230408905e-09,0.9306477385048464,,large
roi_size,prediction_purity,78,0.7429516395374345,0.317937259471225,0.869024782325306,0.6956705964533305,0.9374103842352075,,large
roi_size,pred_gt_area_ratio,78,0.8223518893788552,0.4988027167534816,0.9759722222222222,0.5184453227931489,1.1226090399610136,,large
roi_size,empty_prediction,78,0.14102564102564102,0.35030076036261,0.0,0.0,0.0,,large
roi_size,missed_target,78,0.2692307692307692,0.44643106892408296,0.0,0.0,1.0,,large
roi_size,dice,68,0.5007752440061949,0.33217346066327924,0.6219229924437043,3.373015861520534e-09,0.7500000004677476,,medium
roi_size,iou,68,0.39526997185132734,0.2843274612936524,0.4513042233124863,3.373015861520534e-09,0.600000001197434,,medium
roi_size,pixel_precision,68,0.5025150023594925,0.33732640868597974,0.5492413161741319,0.29531500190531734,0.7853192436899912,,medium
roi_size,pixel_sensitivity,68,0.5953395166099402,0.39768707849126833,0.8242929868943333,3.777472513189078e-09,0.9104655628557818,,medium
roi_size,gt_coverage,68,0.5953395166099402,0.39768707849126833,0.8242929868943333,3.777472513189078e-09,0.9104655628557818,,medium
roi_size,prediction_purity,68,0.5025150023594925,0.33732640868597974,0.5492413161741319,0.29531500190531734,0.7853192436899912,,medium
roi_size,pred_gt_area_ratio,68,1.4559084032011023,0.7734904481132621,1.439429012345679,0.9762513171759748,1.9324075914149443,,medium
roi_size,empty_prediction,68,0.029411764705882353,0.1702139334575991,0.0,0.0,0.0,,medium
roi_size,missed_target,68,0.2647058823529412,0.4444566382094698,0.0,0.0,1.0,,medium
roi_size,dice,54,0.488251662244619,0.305225093053215,0.5491217336082548,0.3418682309927017,0.72530386798659,,small
