level,calibration,metric,estimate,lower,upper,valid_iterations,point_check
slice_subject_clustered,raw,auroc,0.8065258812321372,0.6175917913427693,0.9200028017567772,5000,0.8065258812321372
slice_subject_clustered,raw,auprc,0.713626364118962,0.39455896893214937,0.918585165710604,5000,0.713626364118962
slice_subject_clustered,raw,accuracy,0.7280701754385965,0.5754599056603774,0.8447050067091579,5000,0.7280701754385965
slice_subject_clustered,raw,balanced_accuracy,0.736900603366148,0.5914640243399978,0.8447068820040349,5000,0.736900603366148
slice_subject_clustered,raw,sensitivity,0.7872340425531915,0.6470439691027927,0.9,5000,0.7872340425531915
slice_subject_clustered,raw,specificity,0.6865671641791045,0.42857142857142855,0.8673500122940742,5000,0.6865671641791045
slice_subject_clustered,raw,precision,0.6379310344827587,0.36062371926229525,0.8571428571428571,5000,0.6379310344827587
slice_subject_clustered,raw,f1,0.7047619047619048,0.4836491643637321,0.8365144637443257,5000,0.7047619047619048
slice_subject_clustered,raw,macro_f1,0.7263646922183508,0.5586057850449417,0.8369660717816482,5000,0.7263646922183508
slice_subject_clustered,raw,brier,0.18769180973230118,0.12696913173848268,0.2712383142110869,5000,0.18769180973230118
slice_subject_clustered,raw,ece,0.10914868441524736,0.08716057273865212,0.28186066389961606,5000,0.10914868441524736
slice_subject_clustered,raw,calibration_slope,0.9866056593543066,0.3745691361480289,1.972085196061725,5000,0.9866056593543066
slice_subject_clustered,raw,calibration_intercept,-0.5717726283721813,-1.5826325801955508,0.40251063702388445,5000,-0.5717726283721813
slice_subject_clustered,calibrated,auroc,0.8065258812321372,0.6175917913427693,0.9200028017567772,5000,0.8065258812321372
slice_subject_clustered,calibrated,auprc,0.713626364118962,0.39455896893214937,0.918585165710604,5000,0.713626364118962
slice_subject_clustered,calibrated,accuracy,0.6359649122807017,0.446229293809939,0.8045134387693371,5000,0.6359649122807017
slice_subject_clustered,calibrated,balanced_accuracy,0.5712130835185774,0.4772402165718769,0.6632076995093912,5000,0.5712130835185774
slice_subject_clustered,calibrated,sensitivity,0.20212765957446807,0.04,0.37037037037037035,5000,0.20212765957446807
slice_subject_clustered,calibrated,specificity,0.9402985074626866,0.8343302658486709,1.0,5000,0.9402985074626866
slice_subject_clustered,calibrated,precision,0.7037037037037037,0.2,1.0,5000,0.7037037037037037
slice_subject_clustered,calibrated,f1,0.3140495867768595,0.06721288515406168,0.5112781954887218,5000,0.3140495867768595
slice_subject_clustered,calibrated,macro_f1,0.5331441963735044,0.3855398254719951,0.6625073101468841,5000,0.5331441963735044
slice_subject_clustered,calibrated,brier,0.20894328805808896,0.12526060795592367,0.30498259113433346,5000,0.20894328805808896
slice_subject_clustered,calibrated,ece,0.15246177666485577,0.07958557083021772,0.334406906030374,5000,0.15246177666485577
slice_subject_clustered,calibrated,calibration_slope,1.3837691313960578,0.5251853073064959,2.7651547248370147,5000,1.3837691313960578
slice_subject_clustered,calibrated,calibration_intercept,1.1641632078917263,-0.32058667921299777,3.3632286022858637,5000,1.1641632078917263
case_subject_clustered,raw,auroc,0.8333333333333333,0.6224489795918368,0.9818181818181817,5000,0.8333333333333333
case_subject_clustered,raw,auprc,0.7614478114478116,0.47546072974644404,0.9848484848484849,5000,0.7614478114478116
case_subject_clustered,raw,accuracy,0.7619047619047619,0.5714285714285714,0.9047619047619048,5000,0.7619047619047619
case_subject_clustered,raw,balanced_accuracy,0.7777777777777777,0.5960336538461544,0.9333333333333333,5000,0.7777777777777777
case_subject_clustered,raw,sensitivity,0.8888888888888888,0.625,1.0,5000,0.8888888888888888
case_subject_clustered,raw,specificity,0.6666666666666666,0.375,0.9166666666666666,5000,0.6666666666666666
case_subject_clustered,raw,precision,0.6666666666666666,0.38461538461538464,0.9166666666666666,5000,0.6666666666666666
case_subject_clustered,raw,f1,0.7619047619047619,0.5,0.9333333333333333,5000,0.7619047619047619
case_subject_clustered,raw,macro_f1,0.7619047619047619,0.5552941176470588,0.9045454545454545,5000,0.7619047619047619
case_subject_clustered,raw,brier,0.19056150358886445,0.13303806320211709,0.2578104062185256,5000,0.19056150358886445
case_subject_clustered,raw,ece,0.1953315016892504,0.14989088983385096,0.37577224605613724,5000,0.1953315016892504
case_subject_clustered,raw,calibration_slope,2.008555189975941,0.6629125527016464,12.68462871925305,5000,2.008555189975941
