bin,lower,upper,n,mean_predicted,observed_fraction
1,0.0,0.1,5,0.05002204847489772,0.2
2,0.1,0.2,2,0.15114192761081668,0.0
3,0.2,0.30000000000000004,2,0.2603660409028331,0.0
4,0.30000000000000004,0.4,0,,
5,0.4,0.5,1,0.42931339754299686,0.0
6,0.5,0.6000000000000001,1,0.570193120024421,0.0
7,0.6000000000000001,0.7000000000000001,2,0.65772923347182,0.5
8,0.7000000000000001,0.8,2,0.7304427928545258,1.0
9,0.8,0.9,2,0.8155098962043965,0.5
10,0.9,1.0,4,0.9534736797213554,1.0
