bin,lower,upper,n,mean_predicted,observed_fraction
1,0.0,0.1,8,0.0326579405961748,0.125
2,0.1,0.2,1,0.10831452671842273,0.0
3,0.2,0.30000000000000004,1,0.21679197604210018,0.0
4,0.30000000000000004,0.4,1,0.34845732532870377,0.0
5,0.4,0.5,2,0.4521455129025874,0.5
6,0.5,0.6000000000000001,2,0.5506764261309776,1.0
7,0.6000000000000001,0.7000000000000001,2,0.6838595082581702,0.5
8,0.7000000000000001,0.8,0,,
9,0.8,0.9,1,0.8550190891647728,1.0
10,0.9,1.0,3,0.9506019192306727,1.0
