group_type,metric,n,mean,sd,median,q1,q3,ClassName,RoiSizeBin
overall,dice,228,0.5276442638765843,0.3109400340215164,0.6436689526239543,0.2791720103281261,0.7842689078569514,,
overall,iou,228,0.4149758557503468,0.27274104714178743,0.474568278370197,0.16223140242104586,0.6451006450982529,,
overall,pixel_precision,228,0.51264800155512,0.313519150725127,0.5707442269188533,0.28325124023839116,0.7622338195415135,,
overall,pixel_sensitivity,228,0.6469894232991357,0.36328706460762955,0.8270162448665976,0.3941993478088244,0.9375444946666298,,
overall,gt_coverage,228,0.6469894232991357,0.36328706460762955,0.8270162448665976,0.3941993478088244,0.9375444946666298,,
overall,prediction_purity,228,0.51264800155512,0.313519150725127,0.5707442269188533,0.28325124023839116,0.7622338195415135,,
overall,pred_gt_area_ratio,228,1.842453589489882,2.0782904654684593,1.3489190116678105,0.9726174268209666,1.8302197802197802,,
overall,empty_prediction,228,0.021929824561403508,0.14677668730003024,0.0,0.0,0.0,,
overall,missed_target,228,0.16228070175438597,0.3695193570310637,0.0,0.0,0.0,,
class,dice,134,0.5686722434144093,0.29635105167454967,0.6919815900860713,0.3622430381377967,0.7988238179040564,IBC,
class,iou,134,0.45174094980487806,0.26862032711934153,0.5290619491110709,0.22118984604323616,0.6650514565844059,IBC,
class,pixel_precision,134,0.5587702033406,0.29519444540587536,0.603343295566592,0.33139408620613453,0.7731887037934599,IBC,
class,pixel_sensitivity,134,0.7024880267763473,0.3387684668790954,0.8552101973758441,0.5972480114071119,0.9477575296171523,IBC,
class,gt_coverage,134,0.7024880267763473,0.3387684668790954,0.8552101973758441,0.5972480114071119,0.9477575296171523,IBC,
class,prediction_purity,134,0.5587702033406,0.29519444540587536,0.603343295566592,0.33139408620613453,0.7731887037934599,IBC,
class,pred_gt_area_ratio,134,2.0075821618350638,2.328220498573371,1.3525053879310345,0.9941446228940324,1.8260746606334841,IBC,
class,empty_prediction,134,0.029850746268656716,0.17081399581080126,0.0,0.0,0.0,IBC,
class,missed_target,134,0.11940298507462686,0.3254788518453098,0.0,0.0,0.0,IBC,
class,dice,94,0.4691575696418124,0.3232813858192658,0.5863418841781824,0.036155123606316536,0.7395170974838845,IGM,
class,iou,94,0.3625660408215468,0.27139258203131617,0.41477238720461024,0.018413151625327393,0.5867175512343984,IGM,
class,pixel_precision,94,0.4468993309247548,0.32843395810362813,0.49272347753988244,0.043719644560730894,0.7149748084360668,IGM,
class,pixel_sensitivity,94,0.5678743928103451,0.3837305879013547,0.7218338835776373,0.07004644744966936,0.9037441041706176,IGM,
class,gt_coverage,94,0.5678743928103451,0.3837305879013547,0.7218338835776373,0.07004644744966936,0.9037441041706176,IGM,
class,prediction_purity,94,0.4468993309247548,0.32843395810362813,0.49272347753988244,0.043719644560730894,0.7149748084360668,IGM,
class,pred_gt_area_ratio,94,1.607057539551006,1.6417778001092347,1.3143709546925568,0.8763456937799043,1.8446428571428573,IGM,
class,empty_prediction,94,0.010638297872340425,0.10314212462587935,0.0,0.0,0.0,IGM,
class,missed_target,94,0.22340425531914893,0.4187604678620741,0.0,0.0,0.0,IGM,
roi_size,dice,4,0.8146302624896057,0.07721134847069716,0.8467378228927298,0.8003258874516431,0.8610421979306924,,large
roi_size,iou,4,0.6923227649189847,0.10412195528185145,0.7344375387730779,0.6707638424355209,0.7559964612565417,,large
roi_size,pixel_precision,4,0.8102649993798633,0.061691040759960895,0.7988341347543297,0.7753629134253351,0.8337362207088579,,large
roi_size,pixel_sensitivity,4,0.847502552208976,0.18219617813695232,0.9253945481744819,0.8278312616044339,0.9450658387790238,,large
roi_size,gt_coverage,4,0.847502552208976,0.18219617813695232,0.9253945481744819,0.8278312616044339,0.9450658387790238,,large
roi_size,prediction_purity,4,0.8102649993798633,0.061691040759960895,0.7988341347543297,0.7753629134253351,0.8337362207088579,,large
roi_size,pred_gt_area_ratio,4,1.0616236300127755,0.2840841484809995,1.1745579213280404,1.0015236506973924,1.2346579006434235,,large
roi_size,empty_prediction,4,0.0,0.0,0.0,0.0,0.0,,large
roi_size,missed_target,4,0.0,0.0,0.0,0.0,0.0,,large
roi_size,dice,59,0.743496105289421,0.14483378691690618,0.758000000242,0.701950201431369,0.8388304817812179,,medium
roi_size,iou,59,0.6087169292798664,0.15377951422029232,0.6103059587595717,0.5407731554662982,0.7224015781079944,,medium
roi_size,pixel_precision,59,0.7044407400137294,0.1452696269945537,0.6843267115136276,0.5945981781319967,0.8069066773809057,,medium
roi_size,pixel_sensitivity,59,0.8417194635851966,0.18558713678940345,0.922897196441829,0.7724029687645848,0.9665439911250635,,medium
roi_size,gt_coverage,59,0.8417194635851966,0.18558713678940345,0.922897196441829,0.7724029687645848,0.9665439911250635,,medium
roi_size,prediction_purity,59,0.7044407400137294,0.1452696269945537,0.6843267115136276,0.5945981781319967,0.8069066773809057,,medium
roi_size,pred_gt_area_ratio,59,1.24991728308455,0.3609080719929762,1.2425925925925927,1.0021689876215738,1.495798319327731,,medium
roi_size,empty_prediction,59,0.01694915254237288,0.13018891098082389,0.0,0.0,0.0,,medium
roi_size,missed_target,59,0.01694915254237288,0.13018891098082389,0.0,0.0,0.0,,medium
roi_size,dice,67,0.5961135273039229,0.26905905969327365,0.68065268139708,0.46819834569080776,0.7969477783382888,,small
roi_size,iou,67,0.47058889650996333,0.24751105338870008,0.5159010617812684,0.305654423745505,0.6624640325460358,,small
roi_size,pixel_precision,67,0.571840021473263,0.2741874412516803,0.6099290807806448,0.3940014313273859,0.7488358759908773,,small
roi_size,pixel_sensitivity,67,0.7045817242946727,0.31749785445429135,0.8586956529418714,0.5328917068423558,0.9239130438228575,,small
roi_size,gt_coverage,67,0.7045817242946727,0.31749785445429135,0.8586956529418714,0.5328917068423558,0.9239130438228575,,small
roi_size,prediction_purity,67,0.571840021473263,0.2741874412516803,0.6099290807806448,0.3940014313273859,0.7488358759908773,,small
roi_size,pred_gt_area_ratio,67,1.3372555155698451,0.7245292277187553,1.2906976744186047,0.8939393939393939,1.5569927536231885,,small
roi_size,empty_prediction,67,0.014925373134328358,0.1221694443563052,0.0,0.0,0.0,,small
roi_size,missed_target,67,0.07462686567164178,0.26477164751518606,0.0,0.0,0.0,,small
