bin,lower,upper,n,mean_predicted,observed_fraction
1,0.0,0.1,1,0.06966194336286292,0.0
2,0.1,0.2,2,0.11717886117079253,0.0
3,0.2,0.30000000000000004,2,0.2537763480086899,0.0
4,0.30000000000000004,0.4,1,0.3824593372493128,0.0
5,0.4,0.5,5,0.437037040642897,0.6
6,0.5,0.6000000000000001,3,0.5486358880719737,0.0
7,0.6000000000000001,0.7000000000000001,3,0.65464895739521,1.0
8,0.7000000000000001,0.8,1,0.7486595508551146,1.0
9,0.8,0.9,3,0.8626363512169353,0.6666666666666666
10,0.9,1.0,0,,
