bin,lower,upper,n,mean_predicted,observed_fraction
1,0.0,0.1,0,,
2,0.1,0.2,1,0.1785289479986481,0.0
3,0.2,0.30000000000000004,2,0.24122393420486715,0.0
4,0.30000000000000004,0.4,2,0.37438289518212226,0.0
5,0.4,0.5,4,0.4858566666073011,0.25
6,0.5,0.6000000000000001,4,0.5544875876771079,0.5
7,0.6000000000000001,0.7000000000000001,4,0.645985422522894,0.75
8,0.7000000000000001,0.8,2,0.7584274632556895,1.0
9,0.8,0.9,2,0.8158192640834755,0.5
10,0.9,1.0,0,,
