level,calibration,metric,estimate,lower,upper,valid_iterations,point_check
slice_subject_clustered,raw,auroc,0.8597200821777093,0.7130213927676334,0.9501528435154479,5000,0.8597200821777093
slice_subject_clustered,raw,auprc,0.7999340164446999,0.5468144942681065,0.928987036822779,5000,0.7999340164446999
slice_subject_clustered,raw,accuracy,0.7056603773584905,0.5106360535057006,0.8644083317812131,5000,0.7056603773584905
slice_subject_clustered,raw,balanced_accuracy,0.7396635850025681,0.5690798586797984,0.8739928869580033,5000,0.7396635850025681
slice_subject_clustered,raw,sensitivity,0.8409090909090909,0.6428571428571429,0.9750077160493826,5000,0.8409090909090909
slice_subject_clustered,raw,specificity,0.6384180790960452,0.36534090909090927,0.8654568372803667,5000,0.6384180790960452
slice_subject_clustered,raw,precision,0.5362318840579711,0.25688073394495414,0.8181818181818182,5000,0.5362318840579711
slice_subject_clustered,raw,f1,0.6548672566371682,0.3795501168837365,0.8416498791297338,5000,0.6548672566371682
slice_subject_clustered,raw,macro_f1,0.6991441546343735,0.49270718125150303,0.8519537375259304,5000,0.6991441546343735
slice_subject_clustered,raw,brier,0.2278196795252776,0.10862650646191084,0.36599157213150835,5000,0.2278196795252776
slice_subject_clustered,raw,ece,0.20893629462510907,0.09328214176689001,0.4035079647884045,5000,0.20893629462510907
slice_subject_clustered,raw,calibration_slope,0.5070674510130323,0.2911577500224831,0.875580403035852,5000,0.5070674510130323
slice_subject_clustered,raw,calibration_intercept,-1.2901959474102451,-2.930303309392111,-0.1429042259563614,5000,-1.2901959474102451
slice_subject_clustered,calibrated,auroc,0.8597200821777093,0.7130213927676334,0.9501528435154479,5000,0.8597200821777093
slice_subject_clustered,calibrated,auprc,0.7999340164446999,0.5468144942681065,0.928987036822779,5000,0.7999340164446999
slice_subject_clustered,calibrated,accuracy,0.769811320754717,0.65,0.8671102153660293,5000,0.769811320754717
slice_subject_clustered,calibrated,balanced_accuracy,0.739117873651772,0.6144799090390985,0.827774544350172,5000,0.739117873651772
slice_subject_clustered,calibrated,sensitivity,0.6477272727272727,0.4333208955223881,0.7794117647058824,5000,0.6477272727272727
slice_subject_clustered,calibrated,specificity,0.8305084745762712,0.6884034443817052,0.9403002190880461,5000,0.8305084745762712
slice_subject_clustered,calibrated,precision,0.6551724137931034,0.3417644334671195,0.8881118881118881,5000,0.6551724137931034
slice_subject_clustered,calibrated,f1,0.6514285714285715,0.40321710373636577,0.7846202531645569,5000,0.6514285714285715
slice_subject_clustered,calibrated,macro_f1,0.7397987927565393,0.6028239016380313,0.8302494880436166,5000,0.7397987927565393
slice_subject_clustered,calibrated,brier,0.14640167772736068,0.08507070687665194,0.22246272035492637,5000,0.14640167772736068
slice_subject_clustered,calibrated,ece,0.10688655750025242,0.0691509263275031,0.22459776253046032,5000,0.10688655750025242
slice_subject_clustered,calibrated,calibration_slope,0.9492125682951849,0.5450422198823137,1.6381880472345285,5000,0.9492125682951849
slice_subject_clustered,calibrated,calibration_intercept,0.08137895053209909,-1.0795365029371058,1.4001768927413578,5000,0.08137895053209909
case_subject_clustered,raw,auroc,0.8583333333333334,0.6574074074074074,0.9833333333333334,5000,0.8583333333333334
case_subject_clustered,raw,auprc,0.862265087853323,0.5988239538239539,0.9857205513784458,5000,0.862265087853323
case_subject_clustered,raw,accuracy,0.6363636363636364,0.42857142857142855,0.8260869565217391,5000,0.6363636363636364
case_subject_clustered,raw,balanced_accuracy,0.6583333333333333,0.4817385392385396,0.8214285714285714,5000,0.6583333333333333
case_subject_clustered,raw,sensitivity,0.9,0.6666666666666666,1.0,5000,0.9
case_subject_clustered,raw,specificity,0.4166666666666667,0.13333333333333333,0.7,5000,0.4166666666666667
case_subject_clustered,raw,precision,0.5625,0.29411764705882354,0.8,5000,0.5625
case_subject_clustered,raw,f1,0.6923076923076923,0.42105263157894735,0.8666666666666667,5000,0.6923076923076923
case_subject_clustered,raw,macro_f1,0.6239316239316239,0.3942307692307692,0.811965811965812,5000,0.6239316239316239
case_subject_clustered,raw,brier,0.19416288232646,0.09449772538724402,0.3140163671342186,5000,0.19416288232646
