group_type,metric,n,mean,sd,median,q1,q3,ClassName,RoiSizeBin
overall,dice,265,0.4601793375554327,0.3693013699925149,0.556844548592008,5.681818149535124e-09,0.8085106385694885,,
overall,iou,265,0.37629181772031384,0.3283122917551863,0.38585209200690646,5.681818149535124e-09,0.6785714293367346,,
overall,pixel_precision,265,0.5741700476723679,0.37593122422432323,0.7037037044352995,0.23000000256666664,0.9260333575590766,,
overall,pixel_sensitivity,265,0.5084663948075554,0.40516856425097775,0.6708333347048611,8.620689580856124e-09,0.8991935485903356,,
overall,gt_coverage,265,0.5084663948075554,0.40516856425097775,0.6708333347048611,8.620689580856124e-09,0.8991935485903356,,
overall,prediction_purity,265,0.5741700476723679,0.37593122422432323,0.7037037044352995,0.23000000256666664,0.9260333575590766,,
overall,pred_gt_area_ratio,265,1.2422702828141399,1.3454522203278996,1.0043859649122806,0.54,1.4365671641791045,,
overall,empty_prediction,265,0.1018867924528302,0.30307175245394613,0.0,0.0,0.0,,
overall,missed_target,265,0.3169811320754717,0.4661804213485521,0.0,0.0,1.0,,
class,dice,177,0.48673439950289066,0.3776283796674053,0.5808039379976998,2.0449897708691414e-09,0.8404255321270937,IBC,
class,iou,177,0.4055598370741023,0.34269779344188334,0.40924855559624446,2.0449897708691414e-09,0.7247706428330949,IBC,
class,pixel_precision,177,0.5972890184270787,0.3801645554385307,0.741496599518719,0.2986425355234332,0.9375000002170139,IBC,
class,pixel_sensitivity,177,0.5249883592857432,0.40941464328372174,0.6768292702632361,5.813953454570038e-09,0.9228855722352169,IBC,
class,gt_coverage,177,0.5249883592857432,0.40941464328372174,0.6768292702632361,5.813953454570038e-09,0.9228855722352169,IBC,
class,prediction_purity,177,0.5972890184270787,0.3801645554385307,0.741496599518719,0.2986425355234332,0.9375000002170139,IBC,
class,pred_gt_area_ratio,177,1.3051448168072572,1.4887132225851465,1.0133196721311475,0.6359649122807017,1.3898809523809523,IBC,
class,empty_prediction,177,0.096045197740113,0.29548911338216083,0.0,0.0,0.0,IBC,
class,missed_target,177,0.3163841807909605,0.4663840952410206,0.0,0.0,1.0,IBC,
class,dice,88,0.40676745159293193,0.3479202276903368,0.44766214280912175,7.922378430964429e-09,0.7351319264663002,IGM,
class,iou,88,0.3174231878837165,0.29026239114510005,0.2885319174144467,7.922378430964429e-09,0.5812003976876604,IGM,
class,pixel_precision,88,0.527669390586188,0.36496430446619527,0.5520799407335235,0.21039608077148497,0.848291562406364,IGM,
class,pixel_sensitivity,88,0.47523471625483665,0.39671021756350555,0.6671474382011731,1.0466988617814238e-08,0.8374396144149149,IGM,
class,gt_coverage,88,0.47523471625483665,0.39671021756350555,0.6671474382011731,1.0466988617814238e-08,0.8374396144149149,IGM,
class,prediction_purity,88,0.527669390586188,0.36496430446619527,0.5520799407335235,0.21039608077148497,0.848291562406364,IGM,
class,pred_gt_area_ratio,88,1.115806731487074,0.9926957151382582,0.9373522458628842,0.22254136029411764,1.518758111615834,IGM,
class,empty_prediction,88,0.11363636363636363,0.31918784084445745,0.0,0.0,0.0,IGM,
class,missed_target,88,0.3181818181818182,0.4684396830725553,0.0,0.0,1.0,IGM,
roi_size,dice,78,0.5778200192872278,0.39048913592880663,0.7511405628926099,1.5227375371949293e-09,0.9219424460934612,,large
roi_size,iou,78,0.5041649590104302,0.3654043411274334,0.6014612649511666,1.5227375371949293e-09,0.8551891412501345,,large
roi_size,pixel_precision,78,0.8207348236135005,0.29453750774107706,0.9346574179498414,0.8363638779777502,0.9754049787923602,,large
roi_size,pixel_sensitivity,78,0.5416227041560256,0.38630957240886543,0.6752911890994339,1.8092105230408905e-09,0.9213308458710812,,large
roi_size,gt_coverage,78,0.5416227041560256,0.38630957240886543,0.6752911890994339,1.8092105230408905e-09,0.9213308458710812,,large
roi_size,prediction_purity,78,0.8207348236135005,0.29453750774107706,0.9346574179498414,0.8363638779777502,0.9754049787923602,,large
roi_size,pred_gt_area_ratio,78,0.6475481071346868,0.3868069434058949,0.8069585987261148,0.4144965277777778,0.9855694980694981,,large
roi_size,empty_prediction,78,0.1794871794871795,0.386243639668214,0.0,0.0,0.0,,large
roi_size,missed_target,78,0.2692307692307692,0.44643106892408296,0.0,0.0,1.0,,large
roi_size,dice,68,0.45552920459530055,0.3757559940977988,0.6370046640122473,2.645310027845919e-09,0.8053885294069633,,medium
roi_size,iou,68,0.37177928727679727,0.3236189488594402,0.4674349256886615,2.645310027845919e-09,0.6741883124374894,,medium
roi_size,pixel_precision,68,0.5016073545032645,0.363429679117314,0.5773750123895465,1.3006083296848881e-08,0.7820712381274988,,medium
roi_size,pixel_sensitivity,68,0.5184072550757077,0.4260793579778728,0.8017013113085519,3.1645569520108954e-09,0.8993951614995699,,medium
roi_size,gt_coverage,68,0.5184072550757077,0.4260793579778728,0.8017013113085519,3.1645569520108954e-09,0.8993951614995699,,medium
roi_size,prediction_purity,68,0.5016073545032645,0.363429679117314,0.5773750123895465,1.3006083296848881e-08,0.7820712381274988,,medium
roi_size,pred_gt_area_ratio,68,1.1656077862734626,0.6473619349923282,1.160801282051282,0.9114168877099912,1.5252798507462686,,medium
roi_size,empty_prediction,68,0.07352941176470588,0.26294409317754647,0.0,0.0,0.0,,medium
roi_size,missed_target,68,0.36764705882352944,0.4857495136294224,0.0,0.0,1.0,,medium
roi_size,dice,54,0.4792015925505527,0.3318151409290928,0.5874787733921545,5.800865767193269e-09,0.7594839927805087,,small
roi_size,iou,54,0.3741643079367512,0.2790516820047005,0.415969732168584,5.800865767193269e-09,0.6122539776878491,,small
roi_size,pixel_precision,54,0.4985968019524093,0.33163883807840655,0.5430767391481314,0.31110167922314036,0.7710050377597426,,small
roi_size,pixel_sensitivity,54,0.5560094363408802,0.3912646410850352,0.7844861670841796,6.452429108158393e-09,0.8793877557082257,,small
roi_size,gt_coverage,54,0.5560094363408802,0.3912646410850352,0.7844861670841796,6.452429108158393e-09,0.8793877557082257,,small
roi_size,prediction_purity,54,0.4985968019524093,0.33163883807840655,0.5430767391481314,0.31110167922314036,0.7710050377597426,,small
roi_size,pred_gt_area_ratio,54,1.503994972643123,1.3258023914335497,1.160045219638243,0.9321036106750393,1.7484375,,small
roi_size,empty_prediction,54,0.037037037037037035,0.19062587709298623,0.0,0.0,0.0,,small
roi_size,missed_target,54,0.2777777777777778,0.4521089644358652,0.0,0.0,1.0,,small
roi_size,dice,65,0.3080721698088556,0.31535005583665104,0.2857142959183672,8.130081234714787e-09,0.5371179049407906,,tiny
roi_size,iou,65,0.22933231891788974,0.2607201598657357,0.1666666805555553,8.130081234714787e-09,0.36716418099353976,,tiny
roi_size,pixel_precision,65,0.4169879843026516,0.37368042650644134,0.3043478286074354,1.1111109876543348e-07,0.7594936739304599,,tiny
roi_size,pixel_sensitivity,65,0.41878185834271575,0.41142135141640895,0.3369565289461247,1.4705882136678204e-08,0.8359375012817383,,tiny
roi_size,gt_coverage,65,0.41878185834271575,0.41142135141640895,0.3369565289461247,1.4705882136678204e-08,0.8359375012817383,,tiny
roi_size,prediction_purity,65,0.4169879843026516,0.37368042650644134,0.3043478286074354,1.1111109876543348e-07,0.7594936739304599,,tiny
roi_size,pred_gt_area_ratio,65,1.8187048399987296,2.135486080745316,1.3125,0.4891304347826087,2.75,,tiny
roi_size,empty_prediction,65,0.09230769230769231,0.2917124506190194,0.0,0.0,0.0,,tiny
roi_size,missed_target,65,0.35384615384615387,0.4818833245315078,0.0,0.0,1.0,,tiny
class_roi_size,dice,72,0.5665405771892298,0.40237013282022316,0.7274181295824307,1.116656631692841e-09,0.9263498476906118,IBC,large
class_roi_size,iou,72,0.498510840641438,0.37719154893428136,0.5721496878250185,1.116656631692841e-09,0.862824356094812,IBC,large
class_roi_size,pixel_precision,72,0.8255492697143106,0.30171757445692665,0.9385329536135891,0.8651147099916163,0.9799176414560056,IBC,large
class_roi_size,pixel_sensitivity,72,0.5306564139684435,0.39882701858176295,0.6328490459746279,1.7016001774050389e-09,0.9266878007327083,IBC,large
class_roi_size,gt_coverage,72,0.5306564139684435,0.39882701858176295,0.6328490459746279,1.7016001774050389e-09,0.9266878007327083,IBC,large
class_roi_size,prediction_purity,72,0.8255492697143106,0.30171757445692665,0.9385329536135891,0.8651147099916163,0.9799176414560056,IBC,large
class_roi_size,pred_gt_area_ratio,72,0.6259202391355916,0.39353560815721317,0.7514923705548107,0.36655260906757914,0.9861268695203713,IBC,large
class_roi_size,empty_prediction,72,0.19444444444444445,0.3985497968034627,0.0,0.0,0.0,IBC,large
class_roi_size,missed_target,72,0.2916666666666667,0.45771939248137733,0.0,0.0,1.0,IBC,large
class_roi_size,dice,50,0.4538726585181535,0.38160931561655037,0.5887452372792623,1.3535513435040751e-09,0.8139697650570189,IBC,medium
class_roi_size,iou,50,0.3733326086399507,0.33330214064930264,0.41721059748282163,1.3535513435040751e-09,0.6863095244329491,IBC,medium
class_roi_size,pixel_precision,50,0.4399267807207361,0.366905175417047,0.5125200934046967,3.244177919546826e-09,0.764392794669696,IBC,medium
class_roi_size,pixel_sensitivity,50,0.5167290851316344,0.430508668265132,0.7819155415507901,2.8928769317561985e-09,0.9018750002396307,IBC,medium
class_roi_size,gt_coverage,50,0.5167290851316344,0.430508668265132,0.7819155415507901,2.8928769317561985e-09,0.9018750002396307,IBC,medium
class_roi_size,prediction_purity,50,0.4399267807207361,0.366905175417047,0.5125200934046967,3.244177919546826e-09,0.764392794669696,IBC,medium
