metric,estimate,lower,upper,valid_iterations
off_target_component_occurrences,19.0,12.904761904761905,25.667045454545452,5000
poorly_matched_occurrences,0.8636363636363636,0.36363636363636365,1.4761904761904763,5000
missed_target_occurrences,4.181818181818182,1.9130434782608696,7.0476190476190474,5000
empty_prediction_slices,1.2272727272727273,0.11488095238095457,2.8181818181818183,5000
off_target_area_px_total,1503.7727272727273,719.3445652173913,2692.7422619047616,5000
