bin,lower,upper,n,mean_predicted,observed_fraction
1,0.0,0.1,2,0.047406426536841226,0.0
2,0.1,0.2,2,0.10526694649082124,0.0
3,0.2,0.30000000000000004,0,,
4,0.30000000000000004,0.4,0,,
5,0.4,0.5,2,0.46608713954421027,0.5
6,0.5,0.6000000000000001,0,,
7,0.6000000000000001,0.7000000000000001,3,0.6607845235202047,0.0
8,0.7000000000000001,0.8,6,0.7717281120141953,0.5
9,0.8,0.9,2,0.8329362954412187,1.0
10,0.9,1.0,5,0.9613141973813375,0.8
