precision,recall,threshold
0.3320754716981132,1.0,0.013802307657897472
0.3333333333333333,1.0,0.014609764330089092
0.33460076045627374,1.0,0.017422815784811974
0.33587786259541985,1.0,0.018039759248495102
0.3371647509578544,1.0,0.01860175095498562
0.3384615384615385,1.0,0.019817134365439415
0.33976833976833976,1.0,0.020469820126891136
0.34108527131782945,1.0,0.02056169882416725
0.3424124513618677,1.0,0.02104683592915535
0.34375,1.0,0.023408224806189537
0.34509803921568627,1.0,0.024497803300619125
0.3464566929133858,1.0,0.025302425026893616
0.34782608695652173,1.0,0.027623888105154037
0.3492063492063492,1.0,0.028689682483673096
0.350597609561753,1.0,0.02970292419195175
0.352,1.0,0.030206400901079178
0.3534136546184739,1.0,0.030493665486574173
0.3548387096774194,1.0,0.032263465225696564
0.3562753036437247,1.0,0.03265880420804024
0.35772357723577236,1.0,0.03350065276026726
0.35918367346938773,1.0,0.03557625785470009
0.36065573770491804,1.0,0.03589215502142906
0.36213991769547327,1.0,0.03607051819562912
0.36363636363636365,1.0,0.03624030575156212
0.3651452282157676,1.0,0.03666874021291733
0.36666666666666664,1.0,0.03698467090725899
0.3682008368200837,1.0,0.037096209824085236
0.3697478991596639,1.0,0.037414710968732834
0.37130801687763715,1.0,0.037882640957832336
0.3728813559322034,1.0,0.038656432181596756
0.37446808510638296,1.0,0.03935806080698967
0.37606837606837606,1.0,0.04184157773852348
0.3776824034334764,1.0,0.042061831802129745
0.3793103448275862,1.0,0.043917812407016754
0.38095238095238093,1.0,0.04458162933588028
0.3826086956521739,1.0,0.04594410955905914
0.38427947598253276,1.0,0.04691452160477638
0.38596491228070173,1.0,0.04854936525225639
0.3876651982378855,1.0,0.049016278237104416
0.3893805309734513,1.0,0.0490402914583683
0.39111111111111113,1.0,0.05002165958285332
0.39285714285714285,1.0,0.05049820616841316
0.39461883408071746,1.0,0.05221138149499893
0.3963963963963964,1.0,0.053273797035217285
0.39819004524886875,1.0,0.05360277369618416
0.4,1.0,0.055206049233675
0.4018264840182648,1.0,0.057677846401929855
0.4036697247706422,1.0,0.05786703899502754
0.4055299539170507,1.0,0.058060161769390106
0.4074074074074074,1.0,0.05851549282670021
0.40930232558139534,1.0,0.060003090649843216
0.411214953271028,1.0,0.061535097658634186
0.4131455399061033,1.0,0.06183306500315666
0.41509433962264153,1.0,0.0654446929693222
0.41706161137440756,1.0,0.06658228486776352
0.41904761904761906,1.0,0.06774460524320602
0.42105263157894735,1.0,0.07086052000522614
0.4230769230769231,1.0,0.07241553068161011
0.4251207729468599,1.0,0.07611089199781418
0.42718446601941745,1.0,0.07685873657464981
0.4292682926829268,1.0,0.0843878909945488
0.43137254901960786,1.0,0.0844825804233551
0.43349753694581283,1.0,0.08958032727241516
0.43564356435643564,1.0,0.08989793062210083
0.43781094527363185,1.0,0.09194215387105942
0.44,1.0,0.09883260726928711
0.44221105527638194,1.0,0.09934744238853455
0.4444444444444444,1.0,0.10085199773311615
0.4467005076142132,1.0,0.10504729300737381
0.44387755102040816,0.9886363636363636,0.11024561524391174
0.4461538461538462,0.9886363636363636,0.11384769529104233
0.4484536082474227,0.9886363636363636,0.12174293398857117
0.45077720207253885,0.9886363636363636,0.12193994969129562
0.453125,0.9886363636363636,0.1250300109386444
0.45549738219895286,0.9886363636363636,0.12526679039001465
0.45789473684210524,0.9886363636363636,0.13004282116889954
0.455026455026455,0.9772727272727273,0.14138475060462952
0.4574468085106383,0.9772727272727273,0.14580702781677246
0.45989304812834225,0.9772727272727273,0.15676283836364746
0.46236559139784944,0.9772727272727273,0.15698610246181488
0.4648648648648649,0.9772727272727273,0.1723267138004303
0.4673913043478261,0.9772727272727273,0.18709123134613037
0.46994535519125685,0.9772727272727273,0.18906863033771515
0.4725274725274725,0.9772727272727273,0.18949156999588013
0.47513812154696133,0.9772727272727273,0.194891095161438
0.4777777777777778,0.9772727272727273,0.19761590659618378
0.48044692737430167,0.9772727272727273,0.20799745619297028
0.48314606741573035,0.9772727272727273,0.2093120664358139
0.4858757062146893,0.9772727272727273,0.2139379382133484
0.48863636363636365,0.9772727272727273,0.21443408727645874
0.49142857142857144,0.9772727272727273,0.22051899135112762
0.4942528735632184,0.9772727272727273,0.24077783524990082
0.49710982658959535,0.9772727272727273,0.2561918795108795
0.5,0.9772727272727273,0.26277244091033936
0.5029239766081871,0.9772727272727273,0.26406487822532654
0.5,0.9659090909090909,0.2962513267993927
0.5029585798816568,0.9659090909090909,0.30124470591545105
0.5059523809523809,0.9659090909090909,0.3015783727169037
0.5029940119760479,0.9545454545454546,0.3079301714897156
0.5060240963855421,0.9545454545454546,0.31002768874168396
0.503030303030303,0.9431818181818182,0.3159201443195343
0.5,0.9318181818181818,0.31675413250923157
0.5030674846625767,0.9318181818181818,0.3184727132320404
0.5061728395061729,0.9318181818181818,0.3254694640636444
0.5093167701863354,0.9318181818181818,0.3277982473373413
0.5125,0.9318181818181818,0.33058327436447144
0.5157232704402516,0.9318181818181818,0.330596923828125
0.5126582278481012,0.9204545454545454,0.35827305912971497
0.5159235668789809,0.9204545454545454,0.3724595904350281
0.5192307692307693,0.9204545454545454,0.3743599057197571
0.5225806451612903,0.9204545454545454,0.3913997709751129
0.525974025974026,0.9204545454545454,0.3950979709625244
0.5228758169934641,0.9090909090909091,0.40929386019706726
0.5263157894736842,0.9090909090909091,0.42437028884887695
0.5231788079470199,0.8977272727272727,0.4310569763183594
0.5266666666666666,0.8977272727272727,0.43318310379981995
0.5234899328859061,0.8863636363636364,0.43962201476097107
0.527027027027027,0.8863636363636364,0.480181485414505
0.5306122448979592,0.8863636363636364,0.4886029362678528
0.5273972602739726,0.875,0.4932357966899872
0.5241379310344828,0.8636363636363636,0.4937574863433838
0.5277777777777778,0.8636363636363636,0.5363631248474121
0.5314685314685315,0.8636363636363636,0.53652024269104
0.5352112676056338,0.8636363636363636,0.537497878074646
0.5390070921985816,0.8636363636363636,0.5470525622367859
0.5428571428571428,0.8636363636363636,0.5515140891075134
0.539568345323741,0.8522727272727273,0.554913341999054
0.5434782608695652,0.8522727272727273,0.5592668056488037
0.5474452554744526,0.8522727272727273,0.5631540417671204
0.5514705882352942,0.8522727272727273,0.5718441605567932
0.5555555555555556,0.8522727272727273,0.5728616714477539
0.5522388059701493,0.8409090909090909,0.5804006457328796
0.556390977443609,0.8409090909090909,0.5824023485183716
0.5606060606060606,0.8409090909090909,0.5928230881690979
0.5572519083969466,0.8295454545454546,0.60495525598526
0.5615384615384615,0.8295454545454546,0.606897234916687
0.5581395348837209,0.8181818181818182,0.6093354821205139
0.5546875,0.8068181818181818,0.6158332228660583
0.5511811023622047,0.7954545454545454,0.6227501034736633
0.5555555555555556,0.7954545454545454,0.6390782594680786
0.56,0.7954545454545454,0.6391075849533081
0.5645161290322581,0.7954545454545454,0.6401516795158386
0.5691056910569106,0.7954545454545454,0.6463410258293152
0.5737704918032787,0.7954545454545454,0.6472821831703186
0.5785123966942148,0.7954545454545454,0.6480910778045654
0.575,0.7840909090909091,0.6619078516960144
0.5714285714285714,0.7727272727272727,0.6763885021209717
0.5677966101694916,0.7613636363636364,0.6767004728317261
0.5726495726495726,0.7613636363636364,0.6799255013465881
0.5775862068965517,0.7613636363636364,0.6802417635917664
0.5826086956521739,0.7613636363636364,0.6852569580078125
0.5877192982456141,0.7613636363636364,0.6888628005981445
0.584070796460177,0.75,0.7018733620643616
0.5892857142857143,0.75,0.7227178812026978
0.5945945945945946,0.75,0.7238811254501343
0.5909090909090909,0.7386363636363636,0.723899245262146
0.5871559633027523,0.7272727272727273,0.7253654599189758
0.5833333333333334,0.7159090909090909,0.7318339347839355
0.5887850467289719,0.7159090909090909,0.734617292881012
0.5943396226415094,0.7159090909090909,0.7350971698760986
0.6,0.7159090909090909,0.7355186343193054
0.5961538461538461,0.7045454545454546,0.7364144921302795
0.6019417475728155,0.7045454545454546,0.7391127347946167
0.6078431372549019,0.7045454545454546,0.7394418716430664
