group_type,metric,n,mean,sd,median,q1,q3,ClassName,RoiSizeBin
overall,dice,277,0.4060238330478819,0.3096067345608457,0.4889705891746864,9.615384522928995e-09,0.673278549256651,,
overall,iou,277,0.30292631857536584,0.25183611188785493,0.32360097488174944,9.615384522928995e-09,0.5074754380574646,,
overall,pixel_precision,277,0.501364666023846,0.3366413672195496,0.5061295980628203,0.24475018157512657,0.783597883712382,,
overall,pixel_sensitivity,277,0.554163595013774,0.41572399672444776,0.775000001875,1.923076886094675e-08,0.9324324326607012,,
overall,gt_coverage,277,0.554163595013774,0.41572399672444776,0.775000001875,1.923076886094675e-08,0.9324324326607012,,
overall,prediction_purity,277,0.501364666023846,0.3366413672195496,0.5061295980628203,0.24475018157512657,0.783597883712382,,
overall,pred_gt_area_ratio,277,1.8624834658267113,2.562388170474026,1.4642857142857142,0.5211206896551724,2.272727272727273,,
overall,empty_prediction,277,0.11191335740072202,0.31583043240175307,0.0,0.0,0.0,,
overall,missed_target,277,0.2779783393501805,0.4488135239041503,0.0,0.0,1.0,,
class,dice,193,0.3990604311913816,0.3094977096353931,0.4762221484947715,1.0416666558159723e-08,0.6705202318487086,IBC,
class,iou,193,0.29702238635336525,0.25095033194171273,0.31252728096354115,1.0416666558159723e-08,0.5043478275236295,IBC,
class,pixel_precision,193,0.5517510073632554,0.3359559676969018,0.5506607949310097,0.3013392872737962,0.9124087597634397,IBC,
class,pixel_sensitivity,193,0.5409887438318546,0.4247794967811246,0.7621951234012493,1.7857142538265312e-08,0.9375000005580357,IBC,
class,gt_coverage,193,0.5409887438318546,0.4247794967811246,0.7621951234012493,1.7857142538265312e-08,0.9375000005580357,IBC,
class,prediction_purity,193,0.5517510073632554,0.3359559676969018,0.5506607949310097,0.3013392872737962,0.9124087597634397,IBC,
class,pred_gt_area_ratio,193,1.6228124601340925,2.6153070283687345,1.3211009174311927,0.25,2.105,IBC,
class,empty_prediction,193,0.15544041450777202,0.3632663420042664,0.0,0.0,0.0,IBC,
class,missed_target,193,0.27979274611398963,0.45006476217922287,0.0,0.0,1.0,IBC,
class,dice,84,0.4220230777896028,0.3111198383683229,0.5309787112375374,9.484265644262862e-09,0.6813094510712523,IGM,
class,iou,84,0.31649130570448625,0.2548499350528767,0.36145739676757255,9.484265644262862e-09,0.5166895545925496,IGM,
class,pixel_precision,84,0.38559604842258416,0.3103093973653486,0.4227492659220692,2.372746497121449e-08,0.6148537124719657,IGM,
class,pixel_sensitivity,84,0.5844343840388981,0.39493179815240087,0.7831504716442571,2.6041665979456038e-08,0.9129464290581154,IGM,
class,gt_coverage,84,0.5844343840388981,0.39493179815240087,0.7831504716442571,2.6041665979456038e-08,0.9129464290581154,IGM,
class,prediction_purity,84,0.38559604842258416,0.3103093973653486,0.4227492659220692,2.372746497121449e-08,0.6148537124719657,IGM,
class,pred_gt_area_ratio,84,2.4131561336680853,2.36022228508768,1.6665905631659057,1.1699561403508771,2.7115987460815045,IGM,
class,empty_prediction,84,0.011904761904761904,0.10910894511799617,0.0,0.0,0.0,IGM,
class,missed_target,84,0.27380952380952384,0.4485905766401842,0.0,0.0,1.0,IGM,
roi_size,dice,59,0.2787339102557701,0.33087868408768367,0.10316139841667103,8.097426126558086e-10,0.5912490336194568,,large
roi_size,iou,59,0.21325932973275055,0.2740722824123676,0.05438596574176669,8.097426126558086e-10,0.41998952908605003,,large
roi_size,pixel_precision,59,0.7523374957383143,0.35401429520913824,0.924170616473125,0.7235696533416078,1.0,,large
roi_size,pixel_sensitivity,59,0.2572684823295812,0.35215344019084577,0.05457746562097053,8.745421237756023e-10,0.43864874451607516,,large
roi_size,gt_coverage,59,0.2572684823295812,0.35215344019084577,0.05457746562097053,8.745421237756023e-10,0.43864874451607516,,large
roi_size,prediction_purity,59,0.7523374957383143,0.35401429520913824,0.924170616473125,0.7235696533416078,1.0,,large
