level,calibration,metric,estimate,lower,upper,valid_iterations,point_check
slice_subject_clustered,raw,auroc,0.8050826548235874,0.612325634341208,0.9367561114274069,5000,0.8050826548235874
slice_subject_clustered,raw,auprc,0.6732303364017016,0.3718714206059066,0.8873532739003294,5000,0.6732303364017016
slice_subject_clustered,raw,accuracy,0.6967509025270758,0.5247055724071148,0.8461598746081503,5000,0.6967509025270758
slice_subject_clustered,raw,balanced_accuracy,0.7117875647668394,0.5351533878831228,0.8569490131578946,5000,0.7117875647668394
slice_subject_clustered,raw,sensitivity,0.75,0.4833286516853933,0.9393939393939394,5000,0.75
slice_subject_clustered,raw,specificity,0.6735751295336787,0.4304162724692528,0.8628610567514676,5000,0.6735751295336787
slice_subject_clustered,raw,precision,0.5,0.22764087468460892,0.790326420890937,5000,0.5
slice_subject_clustered,raw,f1,0.6,0.33112354418817086,0.8043478260869565,5000,0.6
slice_subject_clustered,raw,macro_f1,0.6779069767441861,0.49709688136282065,0.8273208731955102,5000,0.6779069767441861
slice_subject_clustered,raw,brier,0.21255970488792725,0.10967546491898676,0.3332214191144382,5000,0.21255970488792725
slice_subject_clustered,raw,ece,0.18998574787609634,0.09041878124450932,0.3542806632830329,5000,0.18998574787609634
slice_subject_clustered,raw,calibration_slope,0.5142134172306435,0.20290416569080008,0.9982424399393475,5000,0.5142134172306435
slice_subject_clustered,raw,calibration_intercept,-1.0329087592085684,-2.4522552701198927,0.08821168616210129,5000,-1.0329087592085684
slice_subject_clustered,calibrated,auroc,0.8050826548235874,0.612325634341208,0.9367561114274069,5000,0.8050826548235874
slice_subject_clustered,calibrated,auprc,0.6732303364017016,0.3718714206059066,0.8873532739003294,5000,0.6732303364017016
slice_subject_clustered,calibrated,accuracy,0.7472924187725631,0.5910931174089069,0.8670540442216743,5000,0.7472924187725631
slice_subject_clustered,calibrated,balanced_accuracy,0.6808228472736244,0.5369090943463676,0.8015082545573912,5000,0.6808228472736244
slice_subject_clustered,calibrated,sensitivity,0.5119047619047619,0.2647058823529412,0.7222517730496449,5000,0.5119047619047619
slice_subject_clustered,calibrated,specificity,0.8497409326424871,0.6918199685534591,0.9584810881756354,5000,0.8497409326424871
slice_subject_clustered,calibrated,precision,0.5972222222222222,0.2726887519260402,0.8787962037962037,5000,0.5972222222222222
slice_subject_clustered,calibrated,f1,0.5512820512820513,0.2894483805668017,0.7289797077502967,5000,0.5512820512820513
slice_subject_clustered,calibrated,macro_f1,0.6877013271485634,0.527625861856311,0.8033420842170006,5000,0.6877013271485634
