bin,lower,upper,n,mean_predicted,observed_fraction
1,0.0,0.1,6,0.04444583157033721,0.0
2,0.1,0.2,2,0.1432925794139851,0.0
3,0.2,0.30000000000000004,0,,
4,0.30000000000000004,0.4,0,,
5,0.4,0.5,1,0.4057140611643879,0.0
6,0.5,0.6000000000000001,0,,
7,0.6000000000000001,0.7000000000000001,1,0.6576033476695011,0.0
8,0.7000000000000001,0.8,2,0.7469111317007162,0.5
9,0.8,0.9,4,0.8415647777810737,0.75
10,0.9,1.0,5,0.9474819702909173,1.0
