precision,recall,threshold
0.30324909747292417,1.0,0.017966389286888658
0.30434782608695654,1.0,0.01809187944710145
0.3054545454545455,1.0,0.01871855963810381
0.30656934306569344,1.0,0.019147874396311715
0.3076923076923077,1.0,0.019312573292840578
0.3088235294117647,1.0,0.019847936587678295
0.30996309963099633,1.0,0.02012081364268906
0.3111111111111111,1.0,0.020175004991199633
0.31226765799256506,1.0,0.020483852214157598
0.31343283582089554,1.0,0.020622864605458254
0.3146067415730337,1.0,0.020762624882706592
0.3157894736842105,1.0,0.020792359164673455
0.3169811320754717,1.0,0.020804441244745474
0.3181818181818182,1.0,0.020872487552118846
0.3193916349809886,1.0,0.021139822858745855
0.32061068702290074,1.0,0.02127592146193901
0.3218390804597701,1.0,0.02136146140125533
0.3230769230769231,1.0,0.021882672820559713
0.32432432432432434,1.0,0.021892158942610936
0.32558139534883723,1.0,0.021989536559497116
0.32684824902723736,1.0,0.022169330249768283
0.328125,1.0,0.022188018701399807
0.32941176470588235,1.0,0.02300378562220929
0.33070866141732286,1.0,0.023022618392474808
0.33201581027667987,1.0,0.023220738893832034
0.3333333333333333,1.0,0.023294284356280948
0.3346613545816733,1.0,0.02338717538460968
0.336,1.0,0.02345838268653735
0.3373493975903614,1.0,0.023786515546152468
0.3387096774193548,1.0,0.02384156441754257
0.340080971659919,1.0,0.023867801527404565
0.34146341463414637,1.0,0.023895790803479932
0.34285714285714286,1.0,0.023955363655839418
0.3442622950819672,1.0,0.024036464073477835
0.345679012345679,1.0,0.024057631376777102
0.34710743801652894,1.0,0.024213001594036995
0.34854771784232363,1.0,0.024350536506152196
0.35,1.0,0.02440032980649085
0.3514644351464435,1.0,0.02445032120473538
0.35294117647058826,1.0,0.024647712203670704
0.35443037974683544,1.0,0.024668806155328953
0.3559322033898305,1.0,0.02471112390307709
0.3574468085106383,1.0,0.02471267797067061
0.358974358974359,1.0,0.024754326252945172
0.3605150214592275,1.0,0.024758944768978004
0.3620689655172414,1.0,0.0247770197426611
0.36363636363636365,1.0,0.02482976351449568
0.3652173913043478,1.0,0.024865920965474655
0.36681222707423583,1.0,0.02499187725713729
0.3684210526315789,1.0,0.02512206966735247
0.3700440528634361,1.0,0.025125006057891582
0.37168141592920356,1.0,0.025237299939146054
0.37333333333333335,1.0,0.025574738690758037
0.375,1.0,0.02564202633795229
0.37668161434977576,1.0,0.02645798944814508
0.3783783783783784,1.0,0.026524127248867203
0.38009049773755654,1.0,0.026905225365044347
0.38181818181818183,1.0,0.027357458973121244
0.3835616438356164,1.0,0.02764878047856485
0.3853211009174312,1.0,0.028222383049201518
0.3870967741935484,1.0,0.029085283833665616
0.3888888888888889,1.0,0.0293179374455278
0.39069767441860465,1.0,0.029385006012668895
0.3925233644859813,1.0,0.02940897911261581
0.39436619718309857,1.0,0.029849859870934373
0.39622641509433965,1.0,0.030043058015768318
0.3981042654028436,1.0,0.03046660701934405
0.4,1.0,0.030733146609235533
0.4019138755980861,1.0,0.030860110378719687
0.40384615384615385,1.0,0.03130380798071831
0.4057971014492754,1.0,0.03168359257405019
0.4077669902912621,1.0,0.03200684282037518
0.4097560975609756,1.0,0.032010686067021704
0.4117647058823529,1.0,0.03204177580409848
0.41379310344827586,1.0,0.03247376973491842
0.4158415841584158,1.0,0.03275417278013134
0.417910447761194,1.0,0.032834873891279766
0.42,1.0,0.032919914645801136
0.4221105527638191,1.0,0.033123613970713256
0.42424242424242425,1.0,0.033203516827674015
0.4263959390862944,1.0,0.03321051582399345
0.42857142857142855,1.0,0.03369806327119969
0.4307692307692308,1.0,0.03396625586410995
0.4329896907216495,1.0,0.03504555739804711
0.43523316062176165,1.0,0.036404633640760665
0.4375,1.0,0.037782956252601876
0.4397905759162304,1.0,0.03858419056898941
0.4421052631578947,1.0,0.040468210961558886
0.4444444444444444,1.0,0.040520011995833737
0.44680851063829785,1.0,0.04085230096358326
0.44919786096256686,1.0,0.04384983383055998
0.45161290322580644,1.0,0.04516939279475716
0.4540540540540541,1.0,0.04520094658473546
0.45652173913043476,1.0,0.048394164275438925
0.45901639344262296,1.0,0.048572373468103655
0.46153846153846156,1.0,0.050461297081548374
0.46408839779005523,1.0,0.05185123035978668
0.4666666666666667,1.0,0.05371678120856425
0.4692737430167598,1.0,0.05989526541088639
0.47191011235955055,1.0,0.06008788786732728
0.4745762711864407,1.0,0.06073259409358631
0.4772727272727273,1.0,0.0617461353207893
0.48,1.0,0.06498028343570143
0.4827586206896552,1.0,0.06541148113146794
0.48554913294797686,1.0,0.0663077025311912
0.4883720930232558,1.0,0.0679043313529514
0.49122807017543857,1.0,0.06800833242412206
0.49411764705882355,1.0,0.0721727519091864
0.4970414201183432,1.0,0.07443009812637073
0.5,1.0,0.07612679447725165
0.5029940119760479,1.0,0.07621663359185991
0.5060240963855421,1.0,0.07685183095234252
0.509090909090909,1.0,0.07859485586809294
0.5121951219512195,1.0,0.07949601750220107
0.5153374233128835,1.0,0.08013323599867712
0.5185185185185185,1.0,0.08092510491345539
0.515527950310559,0.9880952380952381,0.08206359078250808
0.51875,0.9880952380952381,0.083245215723579
0.5220125786163522,0.9880952380952381,0.08493014333761575
0.5253164556962026,0.9880952380952381,0.08514714618904848
0.5286624203821656,0.9880952380952381,0.08568297861847222
0.532051282051282,0.9880952380952381,0.08791976868430464
