bin,lower,upper,n,mean_predicted,observed_fraction
1,0.0,0.1,4,0.0639731444997398,0.25
2,0.1,0.2,4,0.15179895236329394,0.25
3,0.2,0.30000000000000004,4,0.23551183339391224,0.25
4,0.30000000000000004,0.4,2,0.3319672628540684,0.5
5,0.4,0.5,1,0.4092706239253003,1.0
6,0.5,0.6000000000000001,2,0.5755678306691807,1.0
7,0.6000000000000001,0.7000000000000001,4,0.61913916097069,0.5
8,0.7000000000000001,0.8,0,,
9,0.8,0.9,0,,
10,0.9,1.0,0,,
