group_type,metric,n,mean,sd,median,q1,q3,ClassName,RoiSizeBin
overall,dice,235,0.505936747950707,0.3087605031282917,0.5731895226708863,0.26076878691098926,0.7706607145963376,,
overall,iou,235,0.3933973815126988,0.2700620694275554,0.40172786241714054,0.14993614555380486,0.6268941013425857,,
overall,pixel_precision,235,0.5778104152150899,0.30877105343257266,0.6079545476820765,0.36976912090591546,0.8608182737447394,,
overall,pixel_sensitivity,235,0.626274998589706,0.3627097172413549,0.7850877202408433,0.371082625004312,0.9096235799275422,,
overall,gt_coverage,235,0.626274998589706,0.3627097172413549,0.7850877202408433,0.371082625004312,0.9096235799275422,,
overall,prediction_purity,235,0.5778104152150899,0.30877105343257266,0.6079545476820765,0.36976912090591546,0.8608182737447394,,
overall,pred_gt_area_ratio,235,1.5444658719531037,1.5749057270935918,1.226027397260274,0.8168290043290043,1.886530843237125,,
overall,empty_prediction,235,0.10638297872340426,0.30898528117459295,0.0,0.0,0.0,,
overall,missed_target,235,0.18723404255319148,0.3909319465972818,0.0,0.0,0.0,,
class,dice,152,0.4919846363353734,0.3275535512584676,0.563498748495918,0.1672794054302516,0.7898264876132921,IBC,
class,iou,152,0.38763888299400545,0.2884810369121027,0.3922772417005326,0.09131469378395016,0.6526569500689573,IBC,
class,pixel_precision,152,0.5918745293635903,0.3167172667943567,0.6388948282060047,0.36745178379350274,0.8793524671198669,IBC,
class,pixel_sensitivity,152,0.6238524369729381,0.3835903980692908,0.8166429930782153,0.18030864870522018,0.927386552462663,IBC,
class,gt_coverage,152,0.6238524369729381,0.3835903980692908,0.8166429930782153,0.18030864870522018,0.927386552462663,IBC,
class,prediction_purity,152,0.5918745293635903,0.3167172667943567,0.6388948282060047,0.36745178379350274,0.8793524671198669,IBC,
class,pred_gt_area_ratio,152,1.613670435385781,1.7221228671813424,1.244160708205652,0.8535654827968924,1.9570954907161804,IBC,
class,empty_prediction,152,0.14473684210526316,0.35299840978277364,0.0,0.0,0.0,IBC,
class,missed_target,152,0.21052631578947367,0.4090301717747705,0.0,0.0,0.0,IBC,
class,dice,83,0.531487602957101,0.2710226311442741,0.5925925934308794,0.42054674786976926,0.7437201409020906,IGM,
