epoch,phase,split,total_loss,dice,classification_accuracy,balanced_accuracy,macro_f1,lesion_recall,segmentation_precision,empty_prediction_rate,missed_target_rate,pred_gt_area_ratio,localization_hit_rate,box_iou,checkpoint_score,learning_rate,loss_components.segmentation,loss_components.focal_bce,loss_components.tversky,loss_components.boundary,loss_components.classification,loss_components.location,loss_components.focus,loss_components.descriptor,loss_components.centroid,loss_components.low_prior,loss_components.outside_body,loss_components.candidate_recall,loss_components.doctor_ball,loss_components.segmentation_classification_coupling,loss_components.total,loss_components.common_checkpoint_score,loss_components.phase_selection_score
1,teacher1_anatomy_normal,train,0.7913817601296508,0.015719860600018242,0.5048543689320388,0.5091710415451423,0.4359497476645549,0.8112981200796886,0.00831674154648937,0.0,0.01699029126213592,214.83383751932604,0.9830097087378641,0.004016140386942496,0.0,8e-05,0.6966645057918956,0.19789494740442165,0.989425463005177,0.040642396357018974,0.6771032517974817,0.8372621455238861,0.597685122374192,108.72577795010169,0.14839454494344378,0.477250878382655,0.255655532323041,0.327428540269148,0.4879003873149168,0.14357297882003692,0.7913817601296508,,
1,teacher1_anatomy_normal,validation,0.7617436744881876,0.04171090870627067,0.22012578616352202,0.5020080321285141,0.18275647668393782,0.6647213453063799,0.02252880491773194,0.0,0.02830188679245283,25.989346556922047,0.9716981132075472,0.002998287279071187,0.27316201555670766,0.0,0.6766764465368019,0.11734619104074982,0.989903080388435,0.03902922015426294,0.859873447028346,0.77428042063923,0.47894680012696944,76.82278762673432,0.16137256468616942,0.3942959675998808,0.24744737073310516,0.3303593436502061,0.4048651670509914,0.0992678441341568,0.7617436744881876,0.2711499780920167,0.27316201555670766
2,teacher1_anatomy_normal,train,0.7000873725391129,0.10785129507189815,0.5934466019417476,0.5948568398727465,0.5567808325853756,0.7012086015881844,0.0630438652848011,0.0,0.15655339805825244,13.283724688931047,0.8434466019417476,0.00407212876462122,0.0,7.990743390987333e-05,0.6646866856269467,0.08919430350505032,0.9838073525613952,0.02913351125508836,0.5939493381861344,0.7854300783675852,0.40741615214394133,67.88822583318914,0.14372574255883114,0.35422041317791614,0.18219406598979987,0.24106638314365184,0.36141152028898593,0.17649106883886947,0.7000873725391129,,
2,teacher1_anatomy_normal,validation,0.7176550892913867,0.08471693778000537,0.6477987421383647,0.6860485419940632,0.6074074074074074,0.7014336776714655,0.04781193448429775,0.0,0.05660377358490566,13.717064650428291,0.9433962264150944,0.002998287279071187,0.2851952818756248,0.0,0.6578062911453487,0.05839740920741603,0.9850622576737554,0.02916490211614273,0.6774736050539797,0.7438214912354572,0.3665820142757968,77.19122758301549,0.14922817623090445,0.2839449608475907,0.16959308481441354,0.28574909222950723,0.2917309883255629,0.159333864707242,0.7176550892913867,0.3897773533593505,0.2851952818756248
3,teacher1_anatomy_normal,train,0.676154018605797,0.1768803144398245,0.6662621359223301,0.6589815273550852,0.6464628341324063,0.7043753078261625,0.1389615779326668,0.025485436893203883,0.15776699029126215,7.070130995757471,0.8422330097087378,0.01014285848863799,0.0,7.963018661217968e-05,0.6489535442833761,0.04964080646417095,0.9763722651213118,0.01901394849444188,0.5620885015402025,0.7529254115900947,0.32198433447810054,63.798698277149384,0.1355914468470129,0.2523161093297514,0.11912079101193299,0.23297060027863215,0.2557854098313063,0.20128137817226568,0.676154018605797,,
3,teacher1_anatomy_normal,validation,0.7241193089845046,0.11350824025755385,0.5314465408805031,0.7008032128514057,0.5269510697562972,0.5916794836740801,0.06849943297481714,0.0,0.1289308176100629,9.227006268842418,0.8710691823899371,0.014018575381818008,0.29304153954162293,0.0,0.6476189794030579,0.04185145699752951,0.9772970357780937,0.019130652817259043,0.8039890295304593,0.7135544235601365,0.32851497519691036,74.16207386112814,0.1292599508972288,0.17082853156065791,0.08973407810963925,0.3442563676984055,0.1761849213321254,0.13375162356679546,0.7241193089845046,0.3619218605250532,0.29304153954162293
4,teacher1_anatomy_normal,train,0.6601471189156319,0.19827537043291388,0.7050970873786407,0.7074916916114738,0.6979212397431082,0.68300382923154,0.17795816978927956,0.043689320388349516,0.20752427184466019,6.128706864739647,0.7924757281553398,0.017776345620307794,0.0,7.916960882788463e-05,0.6390069526376077,0.03748243104991982,0.9663687666643013,0.014966683570765754,0.5378807172613237,0.7264474630355835,0.26096226940455947,60.90009259714664,0.12519177194069891,0.17313610407912616,0.07140211439103757,0.2596700525327215,0.1750686728549235,0.20836369179695555,0.6601471189156319,,
4,teacher1_anatomy_normal,validation,0.7251517529007774,0.13410442987158191,0.5094339622641509,0.6815086432687271,0.5061325262822555,0.6598016808904801,0.08350285669457777,0.0,0.12264150943396226,8.08611882088338,0.8773584905660378,0.016774627899011952,0.3020610798728595,0.0,0.6380670228094425,0.03927436712309249,0.9642875516939463,0.014615359505251894,0.8960728705304224,0.7037923628429197,0.2211580221195641,72.44410428461039,0.12454693244313295,0.11104033662463134,0.054360530591048534,0.28194991967775535,0.11424109414688446,0.16583332024022657,0.7251517529007774,0.37521515952810713,0.3020610798728595
5,teacher1_anatomy_normal,train,0.6045552037873314,0.2780464926680315,0.7293689320388349,0.7219985834021958,0.7180641073047835,0.7000557632700911,0.2706591710448265,0.06674757281553398,0.1953883495145631,4.219996173667659,0.8046116504854369,0.043077235910641255,0.0,7.852794444565614e-05,0.5841045561924721,0.04129596505748126,0.8813307204292816,0.009156156010310916,0.49404182075296793,0.7014883843440454,0.24499130784307868,56.218558246649586,0.10940530917887549,0.06754553759271659,0.02362748693722273,0.24189023033363147,0.06618321994409977,0.19483927698824013,0.6045552037873314,,
5,teacher1_anatomy_normal,validation,0.5670607264311809,0.2967290008475758,0.7641509433962265,0.7341540073336825,0.6978067230085019,0.6392726449752754,0.2216820405245577,0.0031446540880503146,0.13522012578616352,2.7640809685600805,0.8647798742138365,0.028175592968240255,0.32529016839287916,0.0,0.5047113985385535,0.08225560660983594,0.7437128593336861,0.0073416119839691514,0.5471691910950642,0.710661325064845,0.4578135695847325,65.58784487262461,0.09632736819345246,0.007425346774921852,0.0017351148036490165,0.33569230668762196,0.0071504476199032,0.12663201643915484,0.5670607264311809,0.45799768067677366,0.32529016839287916
6,teacher1_anatomy_normal,train,0.47629913485165937,0.4309316778485437,0.6771844660194175,0.683834850370755,0.6689443507996061,0.5817148013467657,0.500639381917935,0.0970873786407767,0.21723300970873785,1.3496365595835913,0.7827669902912622,0.09425353194001163,0.0,7.770831958986454e-05,0.4070781940974078,0.1525508351624012,0.5668496825162647,0.004882056944216918,0.5563683026623958,0.6857718726963673,0.33081137844659747,54.3999365649177,0.06867622441467512,0.004770382241915586,0.0002680451672629327,0.38540583870653966,0.0030393788864546754,0.08122285471740857,0.47629913485165937,,
6,teacher1_anatomy_normal,validation,0.5365175391143223,0.40471590979975103,0.550314465408805,0.7076130609394098,0.5434474865214903,0.5765190777787592,0.3626295559656143,0.0031446540880503146,0.1792452830188679,1.1702756376513375,0.8207547169811321,0.05103572046875915,0.354455632221446,0.0,0.4221761425336202,0.21058249352909858,0.5678097961833642,0.004541664390162852,0.8108561597530197,0.6755903569407433,0.25421815679508186,64.83848792501965,0.08112600673635859,0.0015014531947496646,7.061429710549144e-05,0.3996966468088282,0.0010170706669703337,0.08029052483960518,0.5365175391143223,0.4460790783787638,0.354455632221446
7,teacher1_anatomy_normal,train,0.39199124739586727,0.5153451505505923,0.7451456310679612,0.7494753719553889,0.7384332599704937,0.6500584031771688,0.5005406945654489,0.025485436893203883,0.1808252427184466,1.4340007611239012,0.8191747572815534,0.14665156228722234,0.0,7.671472739041884e-05,0.3374845537456494,0.13190969564382313,0.4677373599080206,0.004778560888456199,0.472466845680209,0.6755233482249732,0.24824400781427772,42.02773401575181,0.052479745756870914,0.004799166273832032,0.00016259461869056182,0.2879966502665605,0.0027586195552359942,0.07430532497796909,0.39199124739586727,,
