false_positive_rate,true_positive_rate,threshold
0.0,0.0,inf
0.0,0.1111111111111111,0.9821973939736685
0.0,0.3333333333333333,0.90682612657547
0.08333333333333333,0.3333333333333333,0.886167015348162
0.08333333333333333,0.4444444444444444,0.8323970905372075
0.16666666666666666,0.4444444444444444,0.7931489083502028
0.16666666666666666,0.6666666666666666,0.7276546284556389
0.25,0.6666666666666666,0.7071969800052189
0.25,0.7777777777777778,0.7059379305158343
0.3333333333333333,0.7777777777777778,0.6651133655717498
0.3333333333333333,0.8888888888888888,0.5852874100208283
0.5,0.8888888888888888,0.23564020171761513
0.5,1.0,0.23001369948570544
1.0,1.0,0.06144915989194161
