bin,lower,upper,n,mean_predicted,observed_fraction
1,0.0,0.1,10,0.005677038489293646,0.2
2,0.1,0.2,0,,
3,0.2,0.30000000000000004,1,0.20579951895774057,0.0
4,0.30000000000000004,0.4,2,0.3895705523197497,0.5
5,0.4,0.5,0,,
6,0.5,0.6000000000000001,1,0.5093589572791339,1.0
7,0.6000000000000001,0.7000000000000001,0,,
8,0.7000000000000001,0.8,0,,
9,0.8,0.9,2,0.8276556022649932,0.5
10,0.9,1.0,5,0.9882005799511907,0.8
