bin,lower,upper,n,mean_predicted,observed_fraction
1,0.0,0.1,1,0.06144915989194161,0.0
2,0.1,0.2,4,0.16422850067434347,0.0
3,0.2,0.30000000000000004,3,0.2302006787139472,0.3333333333333333
4,0.30000000000000004,0.4,0,,
5,0.4,0.5,1,0.4778369227051735,0.0
6,0.5,0.6000000000000001,1,0.5852874100208283,1.0
7,0.6000000000000001,0.7000000000000001,1,0.6651133655717498,0.0
8,0.7000000000000001,0.8,5,0.7432551547766678,0.6
9,0.8,0.9,2,0.8592820529426848,0.5
10,0.9,1.0,3,0.9505533635616302,1.0
