bin,lower,upper,n,mean_predicted,observed_fraction
1,0.0,0.1,7,0.05337625874339226,0.0
2,0.1,0.2,1,0.1240604724196485,0.0
3,0.2,0.30000000000000004,0,,
4,0.30000000000000004,0.4,1,0.39865664095037634,0.0
5,0.4,0.5,2,0.4357295898072736,0.0
6,0.5,0.6000000000000001,1,0.5517163754783805,1.0
7,0.6000000000000001,0.7000000000000001,2,0.6489847745055091,0.5
8,0.7000000000000001,0.8,3,0.7612724343399263,1.0
9,0.8,0.9,2,0.8875001167921576,1.0
10,0.9,1.0,2,0.9282986395080022,1.0
