bin,lower,upper,n,mean_predicted,observed_fraction
1,0.0,0.1,3,0.06656753939847045,0.0
2,0.1,0.2,2,0.1159466238837544,0.0
3,0.2,0.30000000000000004,3,0.24575487122362263,0.0
4,0.30000000000000004,0.4,0,,
5,0.4,0.5,0,,
6,0.5,0.6000000000000001,0,,
7,0.6000000000000001,0.7000000000000001,0,,
8,0.7000000000000001,0.8,3,0.7495970056328193,0.0
9,0.8,0.9,2,0.8688659826914469,1.0
10,0.9,1.0,8,0.9605688711200957,0.875
