epoch,phase,split,total_loss,dice,classification_accuracy,balanced_accuracy,macro_f1,lesion_recall,segmentation_precision,empty_prediction_rate,missed_target_rate,pred_gt_area_ratio,localization_hit_rate,box_iou,checkpoint_score,learning_rate,loss_components.segmentation,loss_components.focal_bce,loss_components.tversky,loss_components.boundary,loss_components.classification,loss_components.total,loss_components.common_checkpoint_score,loss_components.phase_selection_score
1,standard,train,1.3706499898433686,0.09088978192303329,0.50625,0.49539141690480804,0.347073712485149,0.6719162027537823,0.08002493102627341,0.0225,0.1225,66.04809987148889,0.8775,0.008729885589745768,0.0,8e-05,0.6733897149562835,0.11665552970021963,0.9882972127199173,0.01832668622024357,0.6640574368834495,1.3706499898433686,,
1,standard,validation,1.5174793884867714,0.13933499945726777,0.25297619047619047,0.5,0.20190023752969122,0.7000008240741279,0.1268831571297986,0.020833333333333332,0.12797619047619047,9.84195642271485,0.8720238095238095,0.01440282547219792,0.3009249859957453,0.0,0.6515772569747198,0.05344552134296724,0.9802493665899549,0.010538133193871804,0.8246687288795199,1.5174793884867714,0.3009249859957453,0.3009249859957453
2,standard,train,1.291029606461525,0.14857672654092313,0.505,0.5062281639260245,0.3485984998026056,0.6390657505393028,0.15758251642808319,0.05875,0.2025,8.191732355106328,0.7975,0.016096440369411956,0.0,7.99957478687904e-05,0.629476535320282,0.0544651335850358,0.9462050312757492,0.008270021029748022,0.63005057066679,1.291029606461525,,
2,standard,validation,1.5599335034688313,0.22878930553722307,0.25297619047619047,0.5,0.20190023752969122,0.26575089784293826,0.412094845345532,0.14285714285714285,0.5119047619047619,0.4459174764652293,0.4880952380952381,0.043036814599148356,0.28297020037622134,0.0,0.6345583704255876,0.3096476601148468,0.8566175599892935,0.0034506453251067016,0.8813096838338035,1.5599335034688313,0.20296486400206537,0.28297020037622134
3,standard,train,1.1478717827796936,0.26327359180897475,0.565,0.5517715944349915,0.4498502106536191,0.5080977318435907,0.35263468220829963,0.13375,0.29125,2.1398960319762357,0.70875,0.040250019329318626,0.0,7.998299242677312e-05,0.5219061172008514,0.19086852399632334,0.7285236757993698,0.006486163351219147,0.5961578091979027,1.1478717827796936,,
3,standard,validation,1.3589198702857608,0.17965737162773626,0.5148809523809523,0.6752988047808766,0.5148422759042228,0.1709730489216604,0.738489292343212,0.4791666666666667,0.6607142857142857,0.20354255238384453,0.3392857142857143,0.07419750615331047,0.26540914287947964,0.0,0.638011233437629,0.3974946549694453,0.8282346101034255,0.0028509790621077022,0.6865796780302411,1.3589198702857608,0.21488685218589026,0.26540914287947964
4,standard,train,1.0622162610292434,0.33294932372868064,0.6375,0.6277149434491042,0.5885240784358239,0.5487544718384743,0.3907755134999752,0.1025,0.25,1.854562958887878,0.75,0.06265401384913322,0.0,7.996173652856996e-05,0.46739639043807985,0.17593621449545027,0.6504851812124253,0.005969861410558224,0.566495147049427,1.0622162610292434,,
4,standard,validation,1.4552039390518552,0.3299301565811359,0.3273809523809524,0.549800796812749,0.3052261747913922,0.565689353302555,0.31324944706361607,0.03273809523809524,0.20833333333333334,1.4888969025204981,0.7916666666666666,0.032452090912357956,0.2747422714480988,0.0,0.4887134092194693,0.27750472389605074,0.6443016600041163,0.005411631203190025,0.9204672234398978,1.4552039390518552,0.3497806460732532,0.2747422714480988
5,standard,train,1.0274868142604827,0.38031659364700315,0.6125,0.608282544147523,0.5601464286727773,0.5650008475780487,0.47757690712809564,0.14875,0.27875,1.6177557793312995,0.72125,0.08823933829601739,0.0,7.993198493117394e-05,0.42813093155622484,0.15024212907999754,0.5998837894201279,0.006459485613740981,0.5708151540160179,1.0274868142604827,,
5,standard,validation,1.3003326597667875,0.3798583753682803,0.44047619047619047,0.6254980079681275,0.4380671102729246,0.4612245241246124,0.6149915394683679,0.20238095238095238,0.35119047619047616,0.8827247191011236,0.6488095238095238,0.13705322052993538,0.2825083576634586,0.0,0.47934213191980407,0.3087794500890942,0.6181761608237312,0.003327845318597697,0.7818957804923966,1.3003326597667875,0.3554942284271136,0.2825083576634586
6,standard,train,1.0171013659238815,0.38688041239976884,0.63125,0.6312500000000001,0.5937695261734638,0.5802254278957844,0.4504588747769594,0.10875,0.24375,1.7128332814607325,0.75625,0.09057501420457754,0.0,7.989374429288484e-05,0.42299289390444755,0.1514186736382544,0.5916146755218505,0.005887004139367491,0.5658176124095917,1.0171013659238815,,
6,standard,validation,1.188474484852382,0.363836783075328,0.48214285714285715,0.6417154909772674,0.48212450837969034,0.4055527311619996,0.6632310861632937,0.23214285714285715,0.37797619047619047,0.8615481703613727,0.6220238095238095,0.1718010561185944,0.286575196718988,0.0,0.4807846746629193,0.24141253570892982,0.6463091430209932,0.003306067296459029,0.6739903191725413,1.188474484852382,0.34516442703597683,0.286575196718988
7,standard,train,0.9549308079481125,0.4248963264375925,0.6525,0.656697756995324,0.6251752777478158,0.6025479604303837,0.48019868761301043,0.1025,0.24375,1.6974784169232873,0.75625,0.13646670904651198,0.0,7.984702317181909e-05,0.3894286234676838,0.12856165902689098,0.548661539554596,0.006582219991832972,0.5385735353827477,0.9549308079481125,,
7,standard,validation,1.2760639360972814,0.32639232841648447,0.4166666666666667,0.6056714319193813,0.4125874125874126,0.5432932617763107,0.4490911996080762,0.16071428571428573,0.32142857142857145,1.9887782796841786,0.6785714285714286,0.08821734321744001,0.29254556145882255,0.0,0.4715272369129317,0.214974852367526,0.6420038796606518,0.004810214696806811,0.7662254618037314,1.2760639360972814,0.3534380348664813,0.29254556145882255
8,standard,train,0.9235402417182922,0.44026565477252005,0.665,0.6614158462259728,0.6330677181741011,0.6111883094906807,0.4694042624533176,0.08375,0.215,1.8087916142418596,0.785,0.1564026752699883,0.0,7.979183202399439e-05,0.3809524986147881,0.13465020563453436,0.5332704210281372,0.0066418576217256485,0.5167502567172051,0.9235402417182922,,
8,standard,validation,1.0861114022277651,0.3593490833599464,0.6755952380952381,0.7673072416217483,0.6629827644909866,0.6176999920275051,0.3579808710409062,0.05654761904761905,0.23214285714285715,2.0590409580929245,0.7678571428571429,0.05734964965964186,0.3117871115390864,0.0,0.4417428892283213,0.17741284435171456,0.610392560561498,0.006345289806458389,0.6136843200240817,1.0861114022277651,0.4626018006971969,0.3117871115390864
9,standard,train,0.915519168972969,0.4480121375620365,0.68375,0.6802843139706434,0.6642062808688829,0.6247586831450462,0.5189897559583188,0.1175,0.2225,1.662172348595274,0.7775,0.152858575594859,0.0,7.972818320098983e-05,0.3723037758469582,0.12123711194843054,0.5252174651622772,0.0060315623716451225,0.517348013818264,0.915519168972969,,
9,standard,validation,1.1078245015371413,0.32045816710626357,0.7232142857142857,0.7797281462385751,0.7013047842087654,0.3354271414422734,0.7370063786705335,0.3333333333333333,0.4791666666666667,0.6997750911023383,0.5208333333333334,0.17857056697460832,0.31151231427090964,0.0,0.5299822478776887,0.33976873881848796,0.6842008233070374,0.0030954272092674814,0.5503259804986772,1.1078245015371413,0.3634267252993636,0.31151231427090964
10,standard,train,0.8781665349006653,0.45206130534410477,0.6975,0.6775445016631141,0.6653390861820998,0.627956618219614,0.4812851670384407,0.085,0.215,1.748354611456659,0.785,0.15734497929409968,0.0,7.965609094718153e-05,0.3705675207078457,0.12387670002877713,0.5214600193500519,0.0064934509270824494,0.4834276486933231,0.8781665349006653,,
10,standard,validation,1.1661362846692402,0.40225703134400753,0.6190476190476191,0.7100070307007265,0.6081632653061224,0.5378269818725707,0.5162185934327898,0.13690476190476192,0.30952380952380953,1.449779836015791,0.6904761904761905,0.1510180271711406,0.3245090688840431,0.0,0.4372589495033026,0.24265868245579658,0.5787198061034793,0.004264218436132762,0.6941689188991275,1.1661362846692402,0.4279862588566371,0.3245090688840431
11,standard,train,0.8669464126229286,0.48463551938533783,0.69625,0.6951236280907023,0.679478195778807,0.6587057909369469,0.5176856474578381,0.08625,0.19,1.8460736759443628,0.81,0.1990130491903596,0.0,7.957557139655489e-05,0.3422018222510815,0.10777748198248446,0.4841215497255325,0.005784557871520519,0.4997567771375179,0.8669464126229286,,
11,standard,validation,1.2741719278551282,0.3538164107182823,0.5446428571428571,0.687438481368643,0.5434742067544647,0.4354365027565977,0.6154663208428592,0.24107142857142858,0.41369047619047616,0.8198878302459763,0.5863095238095238,0.17164104122273796,0.3247119054877502,0.0,0.5040835342591717,0.3639213452891757,0.6350250059650058,0.003369548906838255,0.733417557818549,1.2741719278551282,0.36313390819655966,0.3247119054877502
12,standard,train,0.8419730478525161,0.45764994993805885,0.74625,0.7432109724688054,0.7341013394808754,0.6253813344240189,0.5043474270403385,0.0975,0.235,1.5742079691505744,0.765,0.1815792062032914,0.0,7.948664256909382e-05,0.36385479152202604,0.12117860075086355,0.5122303766012192,0.006104076406918466,0.45535073935985565,0.8419730478525161,,
12,standard,validation,1.2625667048352105,0.38520481189960637,0.5744047619047619,0.6451136629950784,0.5608645980898415,0.5182268521226837,0.5571295996861798,0.1875,0.36904761904761907,1.4369875493470998,0.6309523809523809,0.1754383641090833,0.32994941246176934,0.0,0.4369074492937043,0.1967940487943235,0.5958292739731925,0.0041992326732724905,0.786342183748881,1.2625667048352105,0.39061816487833917,0.32994941246176934
13,standard,train,0.8249469947814941,0.4834721358120441,0.74375,0.7344226661404795,0.7292724196277496,0.6467114436626434,0.5295384642481804,0.0975,0.21625,1.6528074470882081,0.78375,0.20148272057942837,0.0,7.938932436674793e-05,0.34457779824733736,0.10813804868608713,0.4876302361488342,0.005836467845365405,0.4574944946169853,0.8249469947814941,,
13,standard,validation,1.123694734204383,0.3972166578576792,0.6785714285714286,0.7615186313569253,0.6639875550946331,0.578659296196108,0.4902310283810255,0.10119047619047619,0.2261904761904762,1.5071980337078652,0.7738095238095238,0.1425767720901178,0.34458282144823826,0.0,0.4297195257885115,0.19617284428594367,0.5849405484540122,0.0046497059215436735,0.6609288024760428,1.123694734204383,0.46224514470353406,0.34458282144823826
14,standard,train,0.7604269528388977,0.5094010242819786,0.775,0.7746173413583834,0.7694613079228464,0.6649035328626632,0.57253715634346,0.10875,0.2025,1.5370005762581636,0.7975,0.21447720336247264,0.0,7.928363856897856e-05,0.32431424632668493,0.09298141537234188,0.4623468792438507,0.005434327509719878,0.41534545212984086,0.7604269528388977,,
14,standard,validation,1.3685813361690158,0.2847801740793143,0.5327380952380952,0.6055542535739395,0.52171902624779,0.30378200606170197,0.7051352257402896,0.37202380952380953,0.5297619047619048,0.4510182584269663,0.47023809523809523,0.179633411273998,0.3264080558617329,0.0,0.5912796805302302,0.5064772706744927,0.7144077022870382,0.002953773741388605,0.7402873301789874,1.3685813361690158,0.27792522951666254,0.3264080558617329
15,standard,train,0.7608350467681885,0.5091461169719697,0.7925,0.7871381630417775,0.7861362157705216,0.6544276517629624,0.532223651856184,0.07,0.19875,1.6480165642357116,0.80125,0.20172414984304773,0.0,7.916960882788462e-05,0.3295185673981905,0.10932396642863751,0.46399261832237243,0.005923835004214197,0.4107776229083538,0.7608350467681885,,
15,standard,validation,1.077341500492323,0.4249453166279982,0.6845238095238095,0.7382704476212796,0.6624075829383886,0.5112831614110499,0.6224266856554008,0.20535714285714285,0.33035714285714285,0.8054395687822654,0.6696428571428571,0.17650770954901399,0.3371104097886599,0.0,0.4353740345686674,0.2812328920477912,0.5611243262177422,0.003350103714702917,0.6113976238384133,1.077341500492323,0.4365768828070523,0.3371104097886599
16,standard,train,0.7429257488250732,0.5087249170243741,0.78625,0.7781328320802006,0.777227359997655,0.6514302223920823,0.5780843475461006,0.1175,0.22125,1.458262928141893,0.77875,0.24133118472480913,0.0,7.90472606629093e-05,0.32927776023745536,0.10949021004140377,0.46365122616291043,0.005319195371121168,0.3939504812657833,0.7429257488250732,,
16,standard,validation,1.1732230810892015,0.35564038348310684,0.7023809523809523,0.785235528474338,0.6872090858313163,0.397150349245047,0.6986659541726112,0.28869047619047616,0.39880952380952384,0.5701155860917096,0.6011904761904762,0.1996217416391316,0.33851376929034027,0.0,0.5026296651256936,0.3433201155359192,0.640765464022046,0.003020916111944687,0.6386604206193061,1.1732230810892015,0.3946881534635065,0.33851376929034027
17,standard,train,0.7717988085746765,0.5000297150015831,0.77875,0.7814875950380152,0.775448745700462,0.6505984842777253,0.5371533951163292,0.08875,0.1975,1.50624934561826,0.8025,0.21932979056512,0.0,7.891662145512896e-05,0.33000806644558905,0.09504963132552803,0.4702925682067871,0.005555023320484906,0.42075310796499255,0.7717988085746765,,
17,standard,validation,1.1727364687692552,0.41864606779525654,0.6160714285714286,0.7080149988282165,0.6055009966233128,0.5330976246884551,0.5264156101537603,0.08630952380952381,0.23809523809523808,0.9856561266322502,0.7619047619047619,0.1374700577141933,0.34848710071249106,0.0,0.4324675988228548,0.26089764502830803,0.5643935132594335,0.0038742454877744117,0.7050180122965858,1.1727364687692552,0.4403111373925511,0.34848710071249106
18,standard,train,0.7431898149847984,0.5216735470294952,0.805,0.8070940961716386,0.8017776478884873,0.6665070360898971,0.5698870798945427,0.09875,0.1925,1.6144296516938066,0.8075,0.240621414026295,0.0,7.877772044112534e-05,0.3189835099875927,0.10192314157262444,0.4506475734710693,0.005818120599724352,0.4040060231089592,0.7431898149847984,,
18,standard,validation,0.8882042737234206,0.5007949028258334,0.7619047619047619,0.7161471760018748,0.7026417098101686,0.6345551257248957,0.5383825468875113,0.06845238095238096,0.2113095238095238,1.1989257515942908,0.7886904761904762,0.18496245096754255,0.366070071093728,0.0,0.3541532504771437,0.1678066083917483,0.4797195664473942,0.0038389639563060234,0.5086200382737887,0.8882042737234206,0.5047930448074867,0.366070071093728
19,standard,train,0.6913311037421227,0.5179426062107086,0.82625,0.828441273394656,0.8251657544993876,0.6774339312314988,0.5514645916223526,0.0925,0.1925,1.6351526616660608,0.8075,0.22528146400255064,0.0,7.863058870644244e-05,0.3173175084590912,0.0990284283645451,0.4492531043291092,0.00545893611619249,0.3562034420669079,0.6913311037421227,,
19,standard,validation,1.1849518758910043,0.4557913146286361,0.6428571428571429,0.7259432856808061,0.6294117647058823,0.6069675416548369,0.5322463283581393,0.09226190476190477,0.22916666666666666,1.5544478818706347,0.7708333333333334,0.18220794358070402,0.37709760508618095,0.0,0.3822339910659052,0.171355861095002,0.5214712619781494,0.00438721494338963,0.7644932564525377,1.1849518758910043,0.4736241817044589,0.37709760508618095
20,standard,train,0.6881529641151428,0.5395641735196114,0.82625,0.824363181747148,0.8216116234786054,0.6904142785072327,0.5834315124154091,0.1,0.1725,1.4767124859535001,0.8275,0.2516558830633815,0.0,7.84752591786298e-05,0.3024114678800106,0.0923482864908874,0.4288949078321457,0.0054271852667443455,0.36737286783754824,0.6881529641151428,,
