group_type,metric,n,mean,sd,median,q1,q3,ClassName,RoiSizeBin
overall,dice,277,0.5396164202136695,0.2957335509285602,0.6151202755753947,0.35097493216998626,0.770398482409111,,
overall,iou,277,0.42235461185227635,0.2658104922165997,0.44416873587054906,0.21283784049716944,0.6265432110291876,,
overall,pixel_precision,277,0.5634173553014704,0.31174526025050253,0.6151241539332685,0.3260340649001604,0.8535564859683828,,
overall,pixel_sensitivity,277,0.6401787019302524,0.353918086352726,0.780038759796493,0.38144330056329045,0.9322916670193142,,
overall,gt_coverage,277,0.6401787019302524,0.353918086352726,0.780038759796493,0.38144330056329045,0.9322916670193142,,
overall,prediction_purity,277,0.5634173553014704,0.31174526025050253,0.6151241539332685,0.3260340649001604,0.8535564859683828,,
overall,pred_gt_area_ratio,277,1.4252195561381893,1.189745749881411,1.1691176470588236,0.6954545454545454,1.785,,
overall,empty_prediction,277,0.021660649819494584,0.14583636975409964,0.0,0.0,0.0,,
overall,missed_target,277,0.11913357400722022,0.32453194868383606,0.0,0.0,0.0,,
class,dice,193,0.5683739243766809,0.27540845247508894,0.6445497635947081,0.40851064081484834,0.7867036013049827,IBC,
class,iou,193,0.44514797186211796,0.2553818764952586,0.4755244767470292,0.25668449595355886,0.6484018270191753,IBC,
class,pixel_precision,193,0.5723130455211197,0.29541916601882834,0.6134453792340465,0.3333333378684807,0.8530492286164223,IBC,
class,pixel_sensitivity,193,0.6918412521312359,0.33294456958780483,0.8387096780697191,0.5124045806179345,0.951923077385355,IBC,
class,gt_coverage,193,0.6918412521312359,0.33294456958780483,0.8387096780697191,0.5124045806179345,0.951923077385355,IBC,
class,prediction_purity,193,0.5723130455211197,0.29541916601882834,0.6134453792340465,0.3333333378684807,0.8530492286164223,IBC,
class,pred_gt_area_ratio,193,1.5997081390004402,1.2713074539242908,1.2668539325842696,0.8214285714285714,2.0136363636363637,IBC,
class,empty_prediction,193,0.010362694300518135,0.1015318764446398,0.0,0.0,0.0,IBC,
class,missed_target,193,0.07772020725388601,0.26842710147876303,0.0,0.0,0.0,IBC,
class,dice,84,0.4735426308867505,0.3301880232942733,0.5696272556068824,0.06705362599852524,0.7461682516895154,IGM,
class,iou,84,0.3699841537344257,0.28301228671836487,0.39823796991431604,0.03469544903297317,0.59511255317736,IGM,
class,pixel_precision,84,0.542978448011086,0.34738973482690916,0.6330524151373034,0.31215785938600926,0.8544530788206456,IGM,
class,pixel_sensitivity,84,0.5214778425398973,0.37366531792390767,0.6679687510345016,0.04543651777478573,0.865929028027497,IGM,
class,gt_coverage,84,0.5214778425398973,0.37366531792390767,0.6679687510345016,0.04543651777478573,0.865929028027497,IGM,
class,prediction_purity,84,0.542978448011086,0.34738973482690916,0.6330524151373034,0.31215785938600926,0.8544530788206456,IGM,
class,pred_gt_area_ratio,84,1.024311264561827,0.8571782155571398,0.9245738636363636,0.5347222222222222,1.3298444976076556,IGM,
class,empty_prediction,84,0.047619047619047616,0.21423789866216114,0.0,0.0,0.0,IGM,
class,missed_target,84,0.21428571428571427,0.4127903453219926,0.0,0.0,0.0,IGM,
roi_size,dice,59,0.7134277251887597,0.24962768094730128,0.7940470475770409,0.6962270623986204,0.8862017534760669,,large
roi_size,iou,59,0.6012803675515598,0.24866332465372215,0.6584394905818315,0.5343160117278853,0.7956599938970255,,large
roi_size,pixel_precision,59,0.8558948842021888,0.15366642661980812,0.8961493583475504,0.8493220712357339,0.9282234252692692,,large
roi_size,pixel_sensitivity,59,0.6741646639561155,0.2874549927221765,0.7229020980232073,0.5485725918187125,0.9232218310449876,,large
roi_size,gt_coverage,59,0.6741646639561155,0.2874549927221765,0.7229020980232073,0.5485725918187125,0.9232218310449876,,large
roi_size,prediction_purity,59,0.8558948842021888,0.15366642661980812,0.8961493583475504,0.8493220712357339,0.9282234252692692,,large
roi_size,pred_gt_area_ratio,59,0.7984445122528554,0.3299475972604557,0.8208041958041958,0.6352966273157515,1.0492424242424243,,large
roi_size,empty_prediction,59,0.01694915254237288,0.13018891098082389,0.0,0.0,0.0,,large
roi_size,missed_target,59,0.01694915254237288,0.13018891098082389,0.0,0.0,0.0,,large
roi_size,dice,55,0.7003393010770459,0.15770953504326268,0.7356321844144977,0.6016631955602203,0.8152049453850572,,medium
roi_size,iou,55,0.5593251214446097,0.1734917328389652,0.5818181830853995,0.4303518425206495,0.6880556730524922,,medium
roi_size,pixel_precision,55,0.6708108630008741,0.19093965079217445,0.6996587035842001,0.5648991498528846,0.8148923030808355,,medium
roi_size,pixel_sensitivity,55,0.8200399875580924,0.21996522537818006,0.9122137406255463,0.7601010108192412,0.9711018711771107,,medium
roi_size,gt_coverage,55,0.8200399875580924,0.21996522537818006,0.9122137406255463,0.7601010108192412,0.9711018711771107,,medium
roi_size,prediction_purity,55,0.6708108630008741,0.19093965079217445,0.6996587035842001,0.5648991498528846,0.8148923030808355,,medium
roi_size,pred_gt_area_ratio,55,1.3776091598535112,0.6514737171797089,1.3422619047619047,0.9419330470737913,1.629359197907585,,medium
roi_size,empty_prediction,55,0.0,0.0,0.0,0.0,0.0,,medium
roi_size,missed_target,55,0.0,0.0,0.0,0.0,0.0,,medium
roi_size,dice,88,0.5508673461875119,0.2131378051544242,0.5957126357315656,0.4238045122017725,0.7297716926230526,,small
roi_size,iou,88,0.4079698641990169,0.19413820370815923,0.4242100869906297,0.2688860448368401,0.5745202308532766,,small
roi_size,pixel_precision,88,0.5028583292850982,0.2310835663451012,0.45606945935401155,0.33150854003456276,0.6551163824477187,,small
roi_size,pixel_sensitivity,88,0.7521433080087853,0.28934357453307774,0.8755476918552965,0.6892344513338752,0.9455174183468484,,small
roi_size,gt_coverage,88,0.7521433080087853,0.28934357453307774,0.8755476918552965,0.6892344513338752,0.9455174183468484,,small
roi_size,prediction_purity,88,0.5028583292850982,0.2310835663451012,0.45606945935401155,0.33150854003456276,0.6551163824477187,,small
roi_size,pred_gt_area_ratio,88,1.7534716034656066,1.103754666271391,1.478515625,1.026088534107402,2.302119755244755,,small
roi_size,empty_prediction,88,0.0,0.0,0.0,0.0,0.0,,small
