epoch,phase,split,total_loss,dice,classification_accuracy,balanced_accuracy,macro_f1,lesion_recall,segmentation_precision,empty_prediction_rate,missed_target_rate,pred_gt_area_ratio,localization_hit_rate,box_iou,checkpoint_score,learning_rate,loss_components.segmentation,loss_components.focal_bce,loss_components.tversky,loss_components.boundary,loss_components.classification,loss_components.total,loss_components.common_checkpoint_score,loss_components.phase_selection_score
10,standard,validation,1.4662247880812613,0.241737902783897,0.5870967741935483,0.6926767676767677,0.5864771353537037,0.31984101910612306,0.5473585482185881,0.27419354838709675,0.5387096774193548,0.8296377363278772,0.4612903225806452,0.09769808683594317,0.27375011039273167,0.0,0.5489850792192643,0.2595099751507082,0.7442999762873496,0.00312620309752322,0.8735616608973472,1.4662247880812613,0.3020287565593189,0.27375011039273167
11,standard,train,0.871597673211779,0.44627581491154067,0.75,0.7454090802531843,0.739693725437051,0.6009870597294399,0.5175875556104037,0.11352040816326531,0.24489795918367346,1.692504178832663,0.7551020408163265,0.1960224284824606,0.0,7.957557139655489e-05,0.38090430336947345,0.14522763719896273,0.5291068900604637,0.006779296145470319,0.46732704006895726,0.871597673211779,,
11,standard,validation,0.9288073962734592,0.3031182175492924,0.8548387096774194,0.8616161616161616,0.8352057270439806,0.5681498719767999,0.307314479573135,0.06774193548387097,0.3161290322580645,2.5899076893795203,0.6838709677419355,0.04840643055458091,0.2956441327587073,0.0,0.45961066321019206,0.1309045059065665,0.6558753271256724,0.005655899920290516,0.44685406184965565,0.9288073962734592,0.47337920845933207,0.2956441327587073
12,standard,train,0.8067631469089158,0.45962068818661633,0.7780612244897959,0.7787192502928544,0.7745383867832847,0.6196768787138316,0.5173824736658408,0.1096938775510204,0.23214285714285715,1.5102426882389546,0.7678571428571429,0.19923251997835756,0.0,7.948664256909382e-05,0.3662656078837356,0.12761837431248657,0.5134039916554276,0.006484317388955732,0.41952148931367056,0.8067631469089158,,
12,standard,validation,1.4011944140157393,0.3023177670123922,0.49032258064516127,0.5982323232323232,0.4903013653013653,0.46211706294033633,0.38266500263998005,0.10967741935483871,0.3709677419354839,1.7054862961553103,0.6290322580645161,0.06602148478219168,0.2951021718268854,0.0,0.46900751167728055,0.12066346959721658,0.6744762862882306,0.0043207553425623525,0.8877971031973438,1.4011944140157393,0.3402620250366802,0.2951021718268854
13,standard,train,0.7953619771465963,0.4647317469424131,0.7857142857142857,0.78796992481203,0.7829800695982284,0.6291400054279639,0.4812528139778546,0.06887755102040816,0.21173469387755103,1.712985356373894,0.7882653061224489,0.19092890357386738,0.0,7.938932436674793e-05,0.3631932070972968,0.13373397678440932,0.50628319808415,0.00675645793493533,0.4115893179360701,0.7953619771465963,,
13,standard,validation,1.255700199834762,0.29434881244612743,0.6741935483870968,0.7540404040404041,0.6689539961302192,0.6051126036007409,0.2566304325889837,0.03225806451612903,0.24516129032258063,2.460664890242355,0.7548387096774194,0.03086007846208023,0.3096713007197487,0.0,0.45581206352479997,0.10859699330983623,0.6584368459640011,0.006788806569191718,0.7617982504829284,1.255700199834762,0.4396718930686969,0.3096713007197487
14,standard,train,0.8156346003619992,0.46766986743528016,0.7678571428571429,0.7722596827258217,0.7651612903225806,0.6283434486510803,0.5267660140383,0.11479591836734694,0.22448979591836735,1.4523552905488508,0.7755102040816326,0.19356048688212585,0.0,7.928363856897856e-05,0.36091601057928435,0.128575033698307,0.5048930067188886,0.005918100504774829,0.4330653431160109,0.8156346003619992,,
14,standard,validation,0.9440832311107267,0.329661035456023,0.7774193548387097,0.7118686868686869,0.7193613141080308,0.4336393185048071,0.4970951060845756,0.19032258064516128,0.43548387096774194,1.0687095546250476,0.5645161290322581,0.09044965101377658,0.31410650816716196,0.0,0.45744497429940006,0.14082076554637282,0.649113925041691,0.003157448117440987,0.4634650263094133,0.9440832311107267,0.38896862495674256,0.31410650816716196
15,standard,train,0.7547308118367682,0.5068446393980055,0.7869897959183674,0.781545109131316,0.7804808938502525,0.6711174471645939,0.5428981434325783,0.08928571428571429,0.18622448979591838,1.475918620180649,0.8137755102040817,0.24666526417032553,0.0,7.916960882788462e-05,0.33277287090919455,0.12219525179920757,0.46406726387082314,0.005803472747342015,0.40186472480394403,0.7547308118367682,,
15,standard,validation,0.9016699060317008,0.35848856716435906,0.8451612903225807,0.858080808080808,0.8263629574309186,0.5465840730783332,0.4279063500342072,0.11612903225806452,0.3225806451612903,1.5694312270016495,0.6774193548387096,0.07209867526255019,0.3317473074281487,0.0,0.4258331939097374,0.10917132675888076,0.6125306456319748,0.003954564955746455,0.4531778408635047,0.9016699060317008,0.4795307641893223,0.3317473074281487
16,standard,train,0.7663942520715752,0.49228204513082696,0.7869897959183674,0.7852791283463183,0.7824707960132051,0.6521914275933285,0.5407576986721584,0.10586734693877552,0.20918367346938777,1.5007822048902748,0.7908163265306123,0.22788742407872292,0.0,7.90472606629093e-05,0.3413541745014337,0.11936292006653182,0.47828419111212905,0.006287315601425968,0.4048000870614636,0.7663942520715752,,
16,standard,validation,1.063266578028279,0.3269642259669583,0.7451612903225806,0.7383838383838384,0.7148977287279247,0.4983595279257858,0.3255850651013596,0.04838709677419355,0.33548387096774196,1.410036797360741,0.6645161290322581,0.0669244412293002,0.338857298294035,0.0,0.4580171656224035,0.16822316233188875,0.6392833767398711,0.004271956235771218,0.5764280276913797,1.063266578028279,0.42388227778055587,0.338857298294035
17,standard,train,0.7288763027410118,0.5163034299502567,0.7959183673469388,0.7996352266805629,0.7939823939035606,0.6798085120259499,0.5457261452565387,0.08545918367346939,0.1747448979591837,1.7475276716891726,0.8252551020408163,0.22448796074885669,0.0,7.891662145512896e-05,0.32248794789216956,0.1063605287511434,0.45431995209382503,0.005898572953550943,0.38703654508809654,0.7288763027410118,,
17,standard,validation,0.9336870639554916,0.3713263699758419,0.8032258064516129,0.8383838383838385,0.7880306240261852,0.5263994079681261,0.4378776477925304,0.08064516129032258,0.3096774193548387,1.4418300342596118,0.6903225806451613,0.08762329240138157,0.3523911752854731,0.0,0.41938401104942447,0.13004615014238705,0.5946131902356302,0.0037391262016289177,0.489812457753766,0.9336870639554916,0.47328496031868617,0.3523911752854731
18,standard,train,0.7144309960457743,0.5280106414337548,0.8112244897959183,0.8108913661714271,0.807843137254902,0.6806733489644771,0.5935725721777702,0.11607142857142858,0.18239795918367346,1.4584964846333228,0.8176020408163265,0.2739848997372348,0.0,7.877772044112534e-05,0.31316240451165606,0.10024327754366155,0.4423876277038029,0.005496361468709549,0.3821605783031911,0.7144309960457743,,
18,standard,validation,1.3121944389035625,0.26974411164420997,0.603225806451613,0.704040404040404,0.6020289945830855,0.36981638271216816,0.43279166689283194,0.19032258064516128,0.5161290322580645,0.8625967516812587,0.4838709677419355,0.08719072110183385,0.34142926913999166,0.0,0.5221962201979853,0.24633414423273456,0.7081461656478143,0.0031769107193535856,0.7523792947492292,1.3121944389035625,0.3330150690634983,0.34142926913999166
19,standard,train,0.6603344356527134,0.5138036193592208,0.8545918367346939,0.8499413068996999,0.8516718778005696,0.6838068448159159,0.5420042784238348,0.08673469387755102,0.1798469387755102,1.5775562594455832,0.8201530612244898,0.24719605286243435,0.0,7.863058870644244e-05,0.3242471868894538,0.11459753774486635,0.45391106727171915,0.005556171619789485,0.3200831094718709,0.6603344356527134,,
19,standard,validation,1.3034490823745728,0.32134295032293975,0.6483870967741936,0.7358585858585858,0.6448354512870642,0.36699394726027623,0.5633543779451101,0.1967741935483871,0.3967741935483871,0.7122985661718056,0.603225806451613,0.11420716021624083,0.3369401079936722,0.0,0.49662329535330496,0.23915629651277295,0.6715917456534601,0.0029959474667726506,0.7684055541792224,1.3034490823745728,0.36918258038145585,0.3369401079936722
20,standard,train,0.7036795321167731,0.5299605003425053,0.8303571428571429,0.8300208898693895,0.8272587060638039,0.6787766701712901,0.5528383168334864,0.0778061224489796,0.2002551020408163,1.4109724693899308,0.7997448979591837,0.273578403929621,0.0,7.84752591786298e-05,0.3177381744798349,0.12207080058905544,0.44101541747852246,0.005604638221521615,0.3675632108839191,0.7036795321167731,,
20,standard,validation,1.1819044213141165,0.324092751396043,0.7258064516129032,0.7904040404040404,0.7168949771689497,0.3517454255720542,0.5748006433440341,0.17096774193548386,0.35161290322580646,0.8017462885420632,0.6483870967741936,0.12915741973708597,0.3361599889033648,0.0,0.47903916931921436,0.176546108578482,0.6686359236317296,0.0028930391725753585,0.6693955092660843,1.1819044213141165,0.3939984168022775,0.3361599889033648
21,standard,train,0.7081068495706636,0.4996365393911089,0.8227040816326531,0.8287593358555663,0.8223894049060656,0.6636631691030094,0.5568763910203564,0.11096938775510204,0.20790816326530612,1.674596472654248,0.7920918367346939,0.24225430455455396,0.0,7.831176661987335e-05,0.3318453551251061,0.09966961796186408,0.47122968702900164,0.00628668861463666,0.35834429549927616,0.7081068495706636,,
21,standard,validation,0.9346294080057452,0.36902963427412433,0.8,0.8361111111111111,0.784953455066237,0.5476641865143941,0.3693278833053387,0.02903225806451613,0.24516129032258063,1.3907181829717041,0.7548387096774194,0.06922193930717231,0.35204669146257633,0.0,0.4280959774409571,0.1580930288400381,0.5971773143737547,0.004074849576629218,0.4824128122098984,0.9346294080057452,0.4846424519382417,0.35204669146257633
22,standard,train,0.7172314117149431,0.5294099425782963,0.8112244897959183,0.8159157279933249,0.8099580712788259,0.6743987616227598,0.5721637748029768,0.09438775510204081,0.1875,1.5481769144344155,0.8125,0.28477937773123446,0.0,7.814014761921585e-05,0.3159624231713159,0.10923702503573529,0.44321982897057827,0.005602894455422552,0.3821609590430649,0.7172314117149431,,
22,standard,validation,1.0384235301325397,0.21213886983739663,0.832258064516129,0.8358585858585859,0.8100490196078431,0.22622809759594528,0.6815834342081999,0.44193548387096776,0.6645161290322581,0.4224955589392209,0.33548387096774196,0.12945983053165194,0.3359888095015378,0.0,0.5812746774765754,0.28679380647597774,0.7835794218124882,0.002496266356789537,0.4353798828778728,1.0384235301325397,0.31458247961555974,0.3359888095015378
23,standard,train,0.6699105516380194,0.5229915906580127,0.8329081632653061,0.8311916154021417,0.8308249064796314,0.6848404589964419,0.5363512630669438,0.06887755102040816,0.17346938775510204,1.9748766892143175,0.826530612244898,0.27741354264094104,0.0,7.796044058436826e-05,0.3166216543438483,0.10477894682874334,0.4459176495367167,0.005804588129667908,0.33646563440561295,0.6699105516380194,,
23,standard,validation,1.49404518758097,0.23666113699590188,0.5516129032258065,0.6676767676767676,0.551608237338578,0.257222360511443,0.6302435947717318,0.3580645161290323,0.6129032258064516,0.43684970181449057,0.3870967741935484,0.1151885459280905,0.31556087288054707,0.0,0.575023013930167,0.3241214088855251,0.7595908514914974,0.0025862749485719588,0.8752592482874471,1.49404518758097,0.2658968216920381,0.31556087288054707
24,standard,train,0.678380915096828,0.5298913921020469,0.8443877551020408,0.8452377078520061,0.8426666140292006,0.6857824203919392,0.5707265281555604,0.09821428571428571,0.17857142857142858,1.6507981199076043,0.8214285714285714,0.29178937580199094,0.0,7.777268573311435e-05,0.3144200897338439,0.11128925881823715,0.44002324768475126,0.0058267613212406935,0.3466293735771763,0.678380915096828,,
24,standard,validation,1.0943118053097878,0.24916287737568998,0.8419354838709677,0.8393939393939394,0.8186896477637594,0.281406961272563,0.5581460091709374,0.2838709677419355,0.5516129032258065,0.6294410607790889,0.4483870967741935,0.11388965178267234,0.3108795117316707,0.0,0.5523812378606489,0.27945155876298106,0.7419008062731836,0.002828421458722122,0.5161243717516623,1.0943118053097878,0.35905120018799075,0.3108795117316707
25,standard,train,0.6552478217956971,0.5203295260363695,0.8571428571428571,0.8587833219412166,0.8563012228011835,0.6670739176322003,0.5859935158977703,0.11862244897959184,0.21428571428571427,1.30995621421354,0.7857142857142857,0.30122395975009164,0.0,7.757692508431004e-05,0.32100760062434236,0.11078146347129832,0.4504530813012804,0.005177425517586573,0.31832403051001684,0.6552478217956971,,
25,standard,validation,1.412508100848044,0.29338460670557465,0.6645161290322581,0.7505050505050506,0.6604314122008763,0.34058520217444277,0.5843002740499286,0.27741935483870966,0.5290322580645161,0.655595736581652,0.47096774193548385,0.13511967334954045,0.30612084525588285,0.0,0.5060376647018617,0.22841630450660183,0.6902382935247113,0.0027871111092428046,0.8633052224113095,1.412508100848044,0.34481427340996057,0.30612084525588285
26,standard,train,0.6063778385215876,0.5622798029561432,0.860969387755102,0.8641215106732347,0.860509833815135,0.7025976403027164,0.6081689974787284,0.09948979591836735,0.18239795918367346,1.3204363548536426,0.8176020408163265,0.3282448727180087,0.0,7.737320244847978e-05,0.285415342115626,0.0798766880334184,0.407642980011142,0.004782439944838002,0.3056785815528461,0.6063778385215876,,
26,standard,validation,1.5623860274591754,0.277951786011073,0.567741935483871,0.6823232323232323,0.567669955455643,0.29688821420799927,0.6012663717192197,0.25161290322580643,0.49032258064516127,0.5453860550691536,0.5096774193548387,0.13398484986544934,0.2951275211924117,0.0,0.5274494905625621,0.25405380246379683,0.7133238000254477,0.002755796594635373,0.9856538953319672,1.5623860274591754,0.3087331571375921,0.2951275211924117
