phase_index,phase,selection_key,max_epochs,patience,completed_epochs,best_epoch,best_phase_score,checkpoint
1,standard,common,210,16,37,27,0.38104851650554683,<REPOSITORY_ROOT>/hybrid_benchmark_results/outputs/runs/UNET_MTL_MASK_GUIDED/seed_31415/checkpoints/phase_01_standard_best.pt
